"species","sequence_id","counts"
"Planorbis planorbis","RMNH.MOL.238110",2
"Planorbis carinatus","RMNH.MOL.238203",0
"NA NA","RMNH.MOL.238214",14
"Planorbis carinatus","RMNH.MOL.238214",14
"NA NA","RMNH.MOL.238270",4
"Planorbis planorbis","RMNH.MOL.238270",2
"Planorbis planorbis","RMNH.MOL.238273",0
"Gyraulus albus","RMNH.MOL.238297",0
"Gyraulus albus","RMNH.MOL.238301",0
"Gyraulus albus","RMNH.MOL.238311",2
"NA NA","RMNH.MOL.238311",4
"Gyraulus deflectus","RMNH.MOL.238353",10
"NA NA","RMNH.MOL.238353",30
"Gyraulus deflectus","RMNH.MOL.238356",0
"Gyraulus albidus","RMNH.MOL.238381",0
"Gyraulus laevis","RMNH.MOL.238420",0
"Segmentina nitida","RMNH.MOL.238510",0
"Segmentina trochoidea","RMNH.MOL.238520",0
"Helisoma anceps","RMNH.MOL.238751",0
"Menetus dilatatus","RMNH.MOL.238758",0
"Menetus dilatatus","RMNH.MOL.238759",0
"Menetus dilatatus","RMNH.MOL.238760",4
"NA NA","RMNH.MOL.238760",4
"Helisoma anceps","RMNH.MOL.238799",0
"Helisoma anceps","RMNH.MOL.238800",0
"Helisoma trivolvis","RMNH.MOL.238829",0
"Helisoma trivolvis","RMNH.MOL.238834",0
"Helisoma trivolvis","RMNH.MOL.238851",0
"Ancylus fluviatilis","RMNH.MOL.238913",0
"Fernandezia bulimoides","RMNH.MOL.239229",1
"NA NA","RMNH.MOL.239229",1
"Fernandezia splendida","RMNH.MOL.239230",1
"NA NA","RMNH.MOL.239230",2
"Mercuria ","RMNH.MOL.240284",0
"NA NA","RMNH.MOL.242202",3
"Spermodea lamellata","RMNH.MOL.242202",3
"Spermodea lamellata","RMNH.MOL.242203",0
"NA NA","RMNH.MOL.242204",2
"Spermodea lamellata","RMNH.MOL.242204",1
"Columella edentula","RMNH.MOL.242990",0
"Spermodea lamellata","RMNH.MOL.243430",0
"Sphyradium doliolum","RMNH.MOL.244389",0
"Sphyradium doliolum","RMNH.MOL.244391",0
"Sphyradium doliolum","RMNH.MOL.244403",0
"Sphyradium doliolum","RMNH.MOL.244450",0
"Doris ","RMNH.MOL.246",1
"Aplexa hypnorum","RMNH.MOL.246115",0
"Doris ","RMNH.MOL.248",0
"Modiolula phaseolina","RMNH.MOL.24954",0
"Setia iunoniae","RMNH.MOL.25225",0
"Merdigera obscura","RMNH.MOL.252316",0
"Crisilla perminima","RMNH.MOL.25233",0
"Setia perminima","RMNH.MOL.25233",0
"Aeolidia papillosa","RMNH.MOL.2542",0
"Sepia pharaonis","RMNH.MOL.2674",0
"Sepia rouxi","RMNH.MOL.2674",0
"Cecilioides callipeplum","RMNH.MOL.268171",0
"Cecilioides acicula","RMNH.MOL.268467",0
"Cecilioides ","RMNH.MOL.268489",0
"Cecilioides ","RMNH.MOL.268498",0
"Cecilioides ","RMNH.MOL.268530",0
"Cecilioides ","RMNH.MOL.268532",0
"Cecilioides ","RMNH.MOL.268553",0
"Cecilioides acicula","RMNH.MOL.268565",0
"Cecilioides acicula","RMNH.MOL.268568",0
"Jujubinus gravinae","RMNH.MOL.26865",0
"Jujubinus gravinae","RMNH.MOL.26868",0
"Helisoma tenagophilum","RMNH.MOL.2696",0
"Testacella haliotidea","RMNH.MOL.272338",0
"NA NA","RMNH.MOL.272351",2
"Testacella maugei","RMNH.MOL.272351",2
"Testacella maugei","RMNH.MOL.272359",0
"Testacella scutulum","RMNH.MOL.272374",0
"Testacella scutulum","RMNH.MOL.272376",0
"Testacella ","RMNH.MOL.272379",0
"Janolus cristatus","RMNH.MOL.274",0
"Xylophaga praestans","RMNH.MOL.274268",1
"Lucilla singleyana","RMNH.MOL.275883",0
"Lucilla singleyana","RMNH.MOL.275886",0
"Lucilla singleyana","RMNH.MOL.275893",0
"Lucilla singleyana","RMNH.MOL.275894",0
"Paralaoma servilis","RMNH.MOL.275936",0
"Paralaoma servilis","RMNH.MOL.275937",0
"Paralaoma servilis","RMNH.MOL.275943",0
"Lucilla singleyana","RMNH.MOL.275954",0
"Lucilla singleyana","RMNH.MOL.275955",0
"Lucilla singleyana","RMNH.MOL.275956",0
"Lucilla singleyana","RMNH.MOL.275957",0
"Paralaoma servilis","RMNH.MOL.275978",0
"Paralaoma servilis","RMNH.MOL.275989",0
"Paralaoma servilis","RMNH.MOL.276008",0
"Quickella arenaria","RMNH.MOL.277736",0
"Oxyloma elegans","RMNH.MOL.278594",0
"Chamelea gallina","RMNH.MOL.27923",0
"NA ","RMNH.MOL.282404",2
"Zonitoides ","RMNH.MOL.282404",2
"Aegopinella nitens","RMNH.MOL.282578",0
"Aegopinella ","RMNH.MOL.282589",0
"Aegopinella ","RMNH.MOL.282590",0
"Aegopinella ","RMNH.MOL.282591",0
"Aegopinella nitidula","RMNH.MOL.282602",0
"Limax cinereoniger","RMNH.MOL.285411",0
"Deroceras reticulatum","RMNH.MOL.285419",0
"Deroceras reticulatum","RMNH.MOL.285421",0
"Vitrina pellucida","RMNH.MOL.285491",0
"Vitrina pellucida","RMNH.MOL.285502",0
"Vitrina pellucida","RMNH.MOL.285506",0
"Vitrina pellucida","RMNH.MOL.285508",0
"Vitrina pellucida","RMNH.MOL.285511",0
"Phenacolimax major","RMNH.MOL.285641",0
"Phenacolimax major","RMNH.MOL.285642",0
"Phenacolimax major","RMNH.MOL.285666",0
"Eucobresia diaphana","RMNH.MOL.285683",0
"Eucobresia diaphana","RMNH.MOL.285687",0
"Eucobresia nivalis","RMNH.MOL.285726",0
"Vitrinobrachium tridentinum","RMNH.MOL.285750",0
"Vitrinobrachium tridentinum","RMNH.MOL.285752",0
"Vitrina ","RMNH.MOL.285853",0
"Phenacolimax major","RMNH.MOL.285867",0
"Phenacolimax major","RMNH.MOL.285876",0
"Phenacolimax major","RMNH.MOL.285883",0
"Phenacolimax major","RMNH.MOL.285884",0
"Phenacolimax major","RMNH.MOL.285889",0
"Vitrina pellucida","RMNH.MOL.285934",0
"Vitrina pellucida","RMNH.MOL.285944",0
"Vitrinobrachium tridentinum","RMNH.MOL.285990",0
"Vitrinobrachium tridentinum","RMNH.MOL.285991",0
"Palio lesonii","RMNH.MOL.286",0
"Oxyloma elegans","RMNH.MOL.286166",0
"Oxychilus ","RMNH.MOL.286397",0
"Helicodonta angigyra","RMNH.MOL.290369",0
"Helicodonta angigyra","RMNH.MOL.290384",0
"Helicodonta angigyra","RMNH.MOL.290388",0
"Helicodonta obvoluta","RMNH.MOL.290445",0
"Helicodonta obvoluta","RMNH.MOL.290466",0
"Helicodonta obvoluta","RMNH.MOL.290472",0
"Helicodonta obvoluta","RMNH.MOL.290473",0
"Helicodonta obvoluta","RMNH.MOL.290484",0
"Antalis vulgaris","RMNH.MOL.29061",0
"Helicella nubigena","RMNH.MOL.290907",0
"Arianta arbustorum","RMNH.MOL.290938",0
"Pusillina metivieri","RMNH.MOL.29094",0
"Oestophora barbula","RMNH.MOL.290972",0
"Oestophora barbula","RMNH.MOL.290980",0
"Oestophora barbula","RMNH.MOL.290981",0
"Oestophora barbula","RMNH.MOL.290990",0
"Oestophora barbula","RMNH.MOL.290993",0
"Oestophora barbula","RMNH.MOL.290994",0
"Oestophora barbula","RMNH.MOL.291006",0
"Oestophora barbula","RMNH.MOL.291010",0
"Oestophora riffensis","RMNH.MOL.291287",0
"Euglesa personata","RMNH.MOL.292712",0
"Pisidium personatum","RMNH.MOL.292712",0
"Todarodes sagittatus","RMNH.MOL.2937",0
"Pseudotrichia rubiginosa","RMNH.MOL.294692",0
"Hygromia cinctella","RMNH.MOL.296303",0
"Hygromia cinctella","RMNH.MOL.296315",0
"Simnia spelta","RMNH.MOL.29771",0
"Magallana gigas","RMNH.MOL.302049",1
"NA NA","RMNH.MOL.302049",2
"Neptunea antiqua","RMNH.MOL.30279",0
"Helicigona lapicida","RMNH.MOL.303012",0
"Antalis novemcostata","RMNH.MOL.303029",0
"Helicigona lapicida","RMNH.MOL.303037",0
"Helicigona lapicida","RMNH.MOL.303050",0
"Antalis inaequicostata","RMNH.MOL.303062",0
"Antalis longitrorsa","RMNH.MOL.303066",0
"Helicigona lapicida","RMNH.MOL.303081",0
"Leptaxinus incrassatus","RMNH.MOL.30341",0
"Thyasira incrassata","RMNH.MOL.30341",0
"Otala ","RMNH.MOL.303531",0
"Otala ","RMNH.MOL.303567",0
"Otala ","RMNH.MOL.303568",0
"Otala ","RMNH.MOL.303573",0
"Otala ","RMNH.MOL.303594",0
"Leptaxinus incrassatus","RMNH.MOL.30382",0
"Thyasira incrassata","RMNH.MOL.30382",0
"Theba pisana","RMNH.MOL.304034",0
"Theba pisana","RMNH.MOL.304037",0
"Theba pisana","RMNH.MOL.304041",0
"Theba pisana","RMNH.MOL.304046",0
"Theba pisana","RMNH.MOL.304069",0
"Theba pisana","RMNH.MOL.304073",0
"Theba pisana","RMNH.MOL.304087",0
"Theba pisana","RMNH.MOL.304090",0
"Theba pisana","RMNH.MOL.304091",0
"Acteon ","RMNH.MOL.30438",0
"Acteon ","RMNH.MOL.30439",0
"Acteon ","RMNH.MOL.30458",0
"Acteon ","RMNH.MOL.30462",0
"Roxania utriculus","RMNH.MOL.30480",0
"Roxania pinguicola","RMNH.MOL.30494",0
"Roxania pinguicola","RMNH.MOL.30495",0
"Tenellia adspersa","RMNH.MOL.306669",0
"Tenellia adspersa","RMNH.MOL.306867",2
"Onchidoris ","RMNH.MOL.311",0
"Alloteuthis subulata","RMNH.MOL.311148",1
"Loligo forbesii","RMNH.MOL.311422",0
"Yoldiella philippiana","RMNH.MOL.312385",0
"Yoldiella frigida","RMNH.MOL.312391",0
"Yoldia hyperborea","RMNH.MOL.312417",0
"Ennucula tenuis","RMNH.MOL.312424",0
"NA NA","RMNH.MOL.312424",0
"NA NA","RMNH.MOL.313569",0
"Yoldia amygdalea","RMNH.MOL.313569",0
"Striarca lactea","RMNH.MOL.314057",0
"Striarca lactea","RMNH.MOL.314147",0
"Striarca lactea","RMNH.MOL.314176",0
"Striarca lactea","RMNH.MOL.314180",0
"Striarca lactea","RMNH.MOL.314183",0
"Striarca lactea","RMNH.MOL.314187",0
"Striarca lactea","RMNH.MOL.314201",0
"Striarca lactea","RMNH.MOL.314215",0
"Striarca lactea","RMNH.MOL.314217",0
"Theora fragilis","RMNH.MOL.314875",0
"Ischadium recurvum","RMNH.MOL.316209",0
"Gibbomodiola adriatica","RMNH.MOL.316445",0
"Gibbomodiola adriatica","RMNH.MOL.316459",0
"Gibbomodiola adriatica","RMNH.MOL.316467",0
"Gibbomodiola albicosta","RMNH.MOL.316482",0
"NA NA","RMNH.MOL.316482",0
"Arcuatula capensis","RMNH.MOL.316722",0
"Modiolula phaseolina","RMNH.MOL.316759",0
"Axinulus croulinensis","RMNH.MOL.31961",0
"Axinulus croulinensis","RMNH.MOL.31963",0
"Ditropis aenigmatica","RMNH.MOL.319663",1
"Ditropopsis aenigmatica","RMNH.MOL.319663",1
"Axinulus croulinensis","RMNH.MOL.31967",0
"Axinulus croulinensis","RMNH.MOL.31968",0
"Drusia alexantoni","RMNH.MOL.323195",3
"Palliolum striatum","RMNH.MOL.323959",0
"Palliolum striatum","RMNH.MOL.323963",0
"Palliolum striatum","RMNH.MOL.323970",0
"NA NA","RMNH.MOL.323974",0
"Palliolum striatum","RMNH.MOL.323974",0
"Palliolum tigerinum","RMNH.MOL.324033",0
"NA NA","RMNH.MOL.324050",0
"Palliolum tigerinum","RMNH.MOL.324050",0
"Hemilepton nitidum","RMNH.MOL.32408",0
"Pododesmus foliatus","RMNH.MOL.324253",0
"Epilepton clarkiae","RMNH.MOL.32450",0
"Epilepton clarkiae","RMNH.MOL.32451",0
"Ecrobia truncata","RMNH.MOL.324757",0
"Heteranomia squamula","RMNH.MOL.324795",0
"Testacella haliotidea","RMNH.MOL.324807",1
"Testacella haliotidea","RMNH.MOL.324807.2",1
"Testacella haliotidea","RMNH.MOL.324808.6",1
"Heteranomia squamula","RMNH.MOL.324830",0
"Heteranomia squamula","RMNH.MOL.324835",0
"NA NA","RMNH.MOL.325261",1
"Sinanodonta woodiana","RMNH.MOL.325261",1
"Pseudanodonta ","RMNH.MOL.326192",0
"Pseudanodonta ","RMNH.MOL.326197",0
"Myrtea ","RMNH.MOL.328666",0
"Diplodonta lupinus","RMNH.MOL.328943",0
"Diplodonta rotundata","RMNH.MOL.328943",0
"Diplodonta lupinus","RMNH.MOL.328944",0
"Diplodonta rotundata","RMNH.MOL.328944",0
"Diplodonta ","RMNH.MOL.328981",0
"Aeolidiella glauca","RMNH.MOL.329",0
"Diplodonta brocchii","RMNH.MOL.329049",0
"Diplodonta labelliformis","RMNH.MOL.329049",0
"Diplodonta lupinus","RMNH.MOL.329070",0
"Diplodonta rotundata","RMNH.MOL.329070",0
"Diplodonta lupinus","RMNH.MOL.329074",0
"Diplodonta rotundata","RMNH.MOL.329074",0
"Thyasira obsoleta","RMNH.MOL.329090",0
"Thyasira flexuosa","RMNH.MOL.329092",0
"Mya truncata","RMNH.MOL.329138",5
"Arion silvaticus","RMNH.MOL.32918",0
"Arion silvaticus","RMNH.MOL.32928",0
"Diplodonta globulosa","RMNH.MOL.329329",0
"Zemysina sphaericula","RMNH.MOL.329329",0
"Paralaoma servilis","RMNH.MOL.329440",0
"Arianta arbustorum","RMNH.MOL.329720.a",1
"Arianta arbustorum","RMNH.MOL.329721.a",1
"Arion distinctus","RMNH.MOL.32976",0
"Arianta arbustorum","RMNH.MOL.329794.a",2
"Arianta arbustorum","RMNH.MOL.329795",0
"Arianta arbustorum","RMNH.MOL.329795.c",2
"Deroceras panormitanum","RMNH.MOL.329834",2
"Deroceras panormitanum","RMNH.MOL.329836",2
"Bythiospeum ","RMNH.MOL.329858",0
"Galba ","RMNH.MOL.329875",0
"Arion distinctus","RMNH.MOL.32993",0
"Ditropis ","RMNH.MOL.329979",0
"Ditropis ","RMNH.MOL.329981",0
"Xerotricha conspurcata","RMNH.MOL.330081",0
"Helicigona lapicida","RMNH.MOL.330409.b",1
"Rangia cuneata","RMNH.MOL.330492",15
"Arion intermedius","RMNH.MOL.33074",0
"Arion intermedius","RMNH.MOL.33090",0
"Arion intermedius","RMNH.MOL.33101",0
"Vitrinobrachium breve","RMNH.MOL.33118",0
"Milax gagates","RMNH.MOL.33194",0
"Tandonia rustica","RMNH.MOL.33209",0
"Tandonia rustica","RMNH.MOL.33210",0
"Lehmannia marginata","RMNH.MOL.33223",0
"Lehmannia marginata","RMNH.MOL.33232",0
"Lehmannia marginata","RMNH.MOL.33239",0
"Lehmannia marginata","RMNH.MOL.33259",0
"Limax cinereoniger","RMNH.MOL.33282",0
"Limax cinereoniger","RMNH.MOL.33304",0
"Malacolimax tenellus","RMNH.MOL.33359",0
"Malacolimax tenellus","RMNH.MOL.33360",0
"Malacolimax tenellus","RMNH.MOL.33361",0
"Malacolimax tenellus","RMNH.MOL.33365",0
"Malacolimax tenellus","RMNH.MOL.33367",0
"Malacolimax tenellus","RMNH.MOL.33369",0
"Malacolimax tenellus","RMNH.MOL.33375",0
"Malacolimax tenellus","RMNH.MOL.33378",0
"Tritonia cyanobranchiata","RMNH.MOL.334",0
"Fenella purpureoapicata","RMNH.MOL.334714",2
"Boettgerilla pallens","RMNH.MOL.33523",0
"Boettgerilla pallens","RMNH.MOL.33525",0
"Boettgerilla pallens","RMNH.MOL.33526",0
"Boettgerilla pallens","RMNH.MOL.33529",0
"Boettgerilla pallens","RMNH.MOL.33531",0
"Boettgerilla pallens","RMNH.MOL.33536",0
"Boettgerilla pallens","RMNH.MOL.33538",0
"Boettgerilla pallens","RMNH.MOL.33542",0
"Boettgerilla pallens","RMNH.MOL.33543",0
"Boettgerilla pallens","RMNH.MOL.33544",0
"Doris ramosa","RMNH.MOL.336",0
"Kaloplocamus ramosus","RMNH.MOL.336",0
"Illex coindetii","RMNH.MOL.336071",1
"Marionia blainvillea","RMNH.MOL.337",0
"Tritonia decaphylla","RMNH.MOL.337",0
"Turritella ungulina","RMNH.MOL.340461",0
"Phaxas pellucidus","RMNH.MOL.34163",0
"Mulinia lateralis","RMNH.MOL.342216",0
"Teredo navalis","RMNH.MOL.34264",0
"Psiloteredo megotara","RMNH.MOL.34265",0
"Psiloteredo megotara","RMNH.MOL.34266",0
"Illex coindetii","RMNH.MOL.342688",0
"Todarodes sagittatus","RMNH.MOL.342689",0
"Todarodes sagittatus","RMNH.MOL.342695",0
"Eledone cirrhosa","RMNH.MOL.342727",0
"Illex coindetii","RMNH.MOL.342742",30
"Loligo vulgaris","RMNH.MOL.34278",0
"Todaropsis eblanae","RMNH.MOL.34284",0
"Eledone cirrhosa","RMNH.MOL.34292",0
"Monodonta mutabilis","RMNH.MOL.343305",1
"Phorcus mutabilis","RMNH.MOL.343305",1
"Arena cruentata","RMNH.MOL.343381",1
"Arene cruentata","RMNH.MOL.343381",1
"Cipangopaludina chinensis","RMNH.MOL.343472",2
"Littorina neritoides","RMNH.MOL.343528",12
"Melarhaphe neritoides","RMNH.MOL.343528",12
"Montacuta ferruginosa","RMNH.MOL.345024",0
"Tellimya ferruginosa","RMNH.MOL.345024",0
"Pharus legumen","RMNH.MOL.345185",2
"Phaxas pellucidus","RMNH.MOL.345187",16
"Angulus fabula","RMNH.MOL.345197",1
"Fabulina fabuloides","RMNH.MOL.345197",1
"Limecola balthica","RMNH.MOL.345216",2
"Macoma balthica","RMNH.MOL.345216",2
"Limecola balthica","RMNH.MOL.345217",2
"Macoma balthica","RMNH.MOL.345217",2
"Limecola balthica","RMNH.MOL.345219",16
"Macoma balthica","RMNH.MOL.345219",16
"Polititapes aureus","RMNH.MOL.345527",2
"Venerupis aurea","RMNH.MOL.345527",2
"Polititapes aureus","RMNH.MOL.345529",10
"Venerupis aurea","RMNH.MOL.345529",10
"Polititapes rhomboides","RMNH.MOL.345531",1
"Venerupis rhomboides","RMNH.MOL.345531",1
"Ruditapes philippinarum","RMNH.MOL.345533",2
"Petricola pholadiformis","RMNH.MOL.346248",1
"Petricolaria pholadiformis","RMNH.MOL.346248",1
"Ruditapes philippinarum","RMNH.MOL.346249",4
"Venerupis philippinarum","RMNH.MOL.346249",4
"Nototeredo norvagica","RMNH.MOL.346264",10
"Nototeredo norvegica","RMNH.MOL.346264",10
"Illex coindetii","RMNH.MOL.346747",11
"Todaropsis eblanae","RMNH.MOL.346748",1
"Illex coindetii","RMNH.MOL.346749",1
"Todaropsis eblanae","RMNH.MOL.347474",1
"Illex coindetii","RMNH.MOL.347475",1
"Sepietta neglecta","RMNH.MOL.347498",3
"Sepietta oweniana","RMNH.MOL.347576",29
"Eledone cirrhosa","RMNH.MOL.347584",4
"Sepietta obscura","RMNH.MOL.347588",6
"Pharus legumen","RMNH.MOL.35014",0
"Pharus legumen","RMNH.MOL.35020",0
"Pharus legumen","RMNH.MOL.35022",0
"Panomya arctica","RMNH.MOL.35129",0
"Ruditapes decussatus","RMNH.MOL.3766",0
"Todarodes sagittatus","RMNH.MOL.4034",0
"Alloteuthis subulata","RMNH.MOL.4044",0
"Todaropsis eblanae","RMNH.MOL.4063",0
"Palio dubia","RMNH.MOL.4095",0
"Aeolidia papillosa","RMNH.MOL.4106",0
"Aeolidia papillosa","RMNH.MOL.4107",0
"Eledone cirrhosa","RMNH.MOL.414",0
"Neosimnia avena","RMNH.MOL.42232",0
"Simnia avena","RMNH.MOL.42232",0
"Paralaoma raricostata","RMNH.MOL.43146",0
"Gibbomodiola adriatica","RMNH.MOL.43728",0
"Modiolus adriaticus","RMNH.MOL.43728",0
"Nucula hanleyi","RMNH.MOL.43745",0
"Lehmannia ","RMNH.MOL.445260",2
"Limapontia capitata","RMNH.MOL.4474",0
"Jorunna tomentosa","RMNH.MOL.4483",0
"Dendronotus frondosus","RMNH.MOL.4488",0
"Cratena peregrina","RMNH.MOL.4490",0
"Corambe batava","RMNH.MOL.4495",0
"Doto pontica","RMNH.MOL.4505",0
"Aeolidia papillosa","RMNH.MOL.4575",0
"Tandonia nigricans","RMNH.MOL.46305",0
"Tandonia kusceri","RMNH.MOL.46306",0
"Tandonia kusceri","RMNH.MOL.46307",0
"Lehmannia brunneri","RMNH.MOL.46805",0
"Tandonia sowerbyi","RMNH.MOL.46807",0
"Milax rusticus","RMNH.MOL.4800",0
"Octopus tuberculatus","RMNH.MOL.481",0
"Octopus vulgaris","RMNH.MOL.481",0
"Limax maximus","RMNH.MOL.4811",0
"Malacolimax tenellus","RMNH.MOL.4813",0
"Oxyloma elegans","RMNH.MOL.48375",0
"Malacolimax tenellus","RMNH.MOL.4851",0
"Planorbarius corneus","RMNH.MOL.49242",0
"Chamelea gallina","RMNH.MOL.49687",0
"Clausinella fasciata","RMNH.MOL.49707",0
"Panomya arctica","RMNH.MOL.49885",0
"Panomya arctica","RMNH.MOL.49886",0
"Pholas dactylus","RMNH.MOL.49892",0
"Pholas dactylus","RMNH.MOL.49897",0
"Nototeredo norvegica","RMNH.MOL.49929",0
"Psiloteredo megotara","RMNH.MOL.49935",0
"Epilepton clarkiae","RMNH.MOL.49965",0
"Epilepton clarkiae","RMNH.MOL.49966",0
"Kellia suborbicularis","RMNH.MOL.49981",0
"Alloteuthis subulata","RMNH.MOL.5005360",0
"Loligo vulgaris","RMNH.MOL.5005361",0
"Quickella arenaria","RMNH.MOL.5005387",0
"Quickella arenaria","RMNH.MOL.5005388",0
"Onchidoris bilamellata","RMNH.MOL.5005396",0
"Limacus flavus","RMNH.MOL.5005401",0
"Limacus flavus","RMNH.MOL.5005403",0
"Avenionia bourguignati","RMNH.MOL.5005438",0
"Aplexa hypnorum","RMNH.MOL.5005560",0
"Limax cinereoniger","RMNH.MOL.5005583",0
"Spermodea lamellata","RMNH.MOL.5005606",0
"Marstoniopsis steinii","RMNH.MOL.5005610",0
"Lithoglyphus fluminensis","RMNH.MOL.5005707",0
"Tergipes tergipes","RMNH.MOL.5005718",0
"Tergipes tergipes","RMNH.MOL.5005719",0
"Tergipes tergipes","RMNH.MOL.5005720",0
"Tergipes tergipes","RMNH.MOL.5005721",0
"Dendronotus frondosus","RMNH.MOL.5005722",0
"Dendronotus frondosus","RMNH.MOL.5005723",0
"Doto coronata","RMNH.MOL.5005725",0
"Doto coronata","RMNH.MOL.5005727",0
"Segmentina nitida","RMNH.MOL.5005729",0
"Acanthodoris pilosa","RMNH.MOL.5005752",0
"Acanthodoris pilosa","RMNH.MOL.5005753",0
"Eubranchus exiguus","RMNH.MOL.5005754",0
"Ancula gibbosa","RMNH.MOL.5005758",0
"Eubranchus exiguus","RMNH.MOL.5005773",0
"Onchidoris bilamellata","RMNH.MOL.5005774",0
"Cuthona gymnota","RMNH.MOL.5005775",0
"Facelina auriculata","RMNH.MOL.5005778",0
"Jorunna tomentosa","RMNH.MOL.5005792",0
"Cratena peregrina","RMNH.MOL.5005796",0
"Limapontia depressa","RMNH.MOL.5005799",0
"Limapontia depressa","RMNH.MOL.5005800",0
"Doto cuspidata","RMNH.MOL.5005802",0
"Elysia timida","RMNH.MOL.5005826",0
"Limacus flavus","RMNH.MOL.5005850",0
"Doto pontica","RMNH.MOL.5005867",0
"Ancylus fluviatilis","RMNH.MOL.5005874",0
"Vitrinobrachium breve","RMNH.MOL.5005953",0
"Helicella itala","RMNH.MOL.5006015",0
"Trochulus hispidus","RMNH.MOL.5006036",0
"Trochulus hispidus","RMNH.MOL.5006037",0
"Trochulus hispidus","RMNH.MOL.5006040",0
"Trochulus hispidus","RMNH.MOL.5006045",0
"Cuthona gymnota","RMNH.MOL.5006106",0
"Cuthona gymnota","RMNH.MOL.5006107",0
"Goniodoris nodosa","RMNH.MOL.5006112",0
"Doris pseudoargus","RMNH.MOL.5006113",0
"Placida dendritica","RMNH.MOL.5006114",0
"Placida dendritica","RMNH.MOL.5006115",0
"Limacia clavigera","RMNH.MOL.5006117",0
"Polycera quadrilineata","RMNH.MOL.5006118",0
"Tritonia hombergii","RMNH.MOL.5006119",0
"Quickella arenaria","RMNH.MOL.5006123",0
"Eubranchus tricolor","RMNH.MOL.5006132",0
"Trinchesia ","RMNH.MOL.5006133",0
"Doris ","RMNH.MOL.5006137",0
"Eubranchus tricolor","RMNH.MOL.5006141",0
"Elysia viridis","RMNH.MOL.5006144",0
"Limacia clavigera","RMNH.MOL.5006145",0
"Acanthodoris pilosa","RMNH.MOL.5006146",0
"Tritonia hombergii","RMNH.MOL.5006148",0
"Lehmannia ","RMNH.MOL.5006204",0
"Lehmannia macroflagellata","RMNH.MOL.5006330",0
"Leptochiton cancellatus","RMNH.MOL.5006825",0
"Leptochiton arcticus","RMNH.MOL.5006827",0
"Leptochiton inquinatus","RMNH.MOL.5006872",0
"Leptochiton medinae","RMNH.MOL.5006899",0
"Leptochiton kerguelensis","RMNH.MOL.5006911",0
"Lepidochitona cinerea","RMNH.MOL.5006920",0
"Lepidochitona cinerea","RMNH.MOL.5006927",0
"Lepidochitona simrothi","RMNH.MOL.5006939",0
"Lepidochitona stroemfelti","RMNH.MOL.5006942",0
"Acanthochitona crinita","RMNH.MOL.5006964",0
"Acanthochitona variegata","RMNH.MOL.5006993",0
"Acanthochitona woodwardi","RMNH.MOL.5007174",0
"Acanthochitona crinita","RMNH.MOL.5007270",0
"Acanthochitona crinita","RMNH.MOL.5007273",0
"Littorina littorea","RMNH.MOL.5007424",0
"Littorina obtusata","RMNH.MOL.5007426",0
"Lithoglyphus naticoides","RMNH.MOL.5007439",0
"Dendronotus frondosus","RMNH.MOL.5007877",0
"Dendronotus frondosus","RMNH.MOL.5007878",0
"Facelina auriculata","RMNH.MOL.5007883",0
"Cuthona gymnota","RMNH.MOL.5007884",0
"Favorinus branchialis","RMNH.MOL.5007887",0
"Elysia viridis","RMNH.MOL.5007890",0
"Elysia viridis","RMNH.MOL.5007891",0
"Elysia viridis","RMNH.MOL.5007892",0
"Onchidoris muricata","RMNH.MOL.5007894",0
"Onchidoris muricata","RMNH.MOL.5007895",0
"Favorinus branchialis","RMNH.MOL.5007901",0
"Favorinus branchialis","RMNH.MOL.5007902",0
"Goniodoris nodosa","RMNH.MOL.5007904",0
"Acanthodoris pilosa","RMNH.MOL.5007905",0
"Acanthodoris pilosa","RMNH.MOL.5007906",0
"Acanthodoris pilosa","RMNH.MOL.5007907",0
"Polycera quadrilineata","RMNH.MOL.5007908",0
"Polycera quadrilineata","RMNH.MOL.5007909",0
"Polycera quadrilineata","RMNH.MOL.5007910",0
"Facelina auriculata","RMNH.MOL.5007913",0
"Polycera quadrilineata","RMNH.MOL.5007919",0
"Facelina auriculata","RMNH.MOL.5007923",0
"Facelina auriculata","RMNH.MOL.5007925",0
"Cuthona gymnota","RMNH.MOL.5007926",0
"Cuthona gymnota","RMNH.MOL.5007933",0
"Favorinus branchialis","RMNH.MOL.5007934",0
"Favorinus branchialis","RMNH.MOL.5007935",0
"Tergipes tergipes","RMNH.MOL.5007936",0
"Eubranchus exiguus","RMNH.MOL.5007937",0
"Tergipes tergipes","RMNH.MOL.5007938",0
"Aeolidiella ","RMNH.MOL.5007939",0
"Cuthona viridis","RMNH.MOL.5007941",0
"Favorinus branchialis","RMNH.MOL.5007943",0
"Eubranchus exiguus","RMNH.MOL.5007945",0
"Eubranchus exiguus","RMNH.MOL.5007949",0
"Facelina auriculata","RMNH.MOL.5007951",0
"Cuthona viridis","RMNH.MOL.5007959",0
"Doto coronata","RMNH.MOL.5007961",0
"Doto fragilis","RMNH.MOL.5007962",0
"Doto fragilis","RMNH.MOL.5007964",0
"Tritonia hombergii","RMNH.MOL.5007965",0
"Tritonia hombergii","RMNH.MOL.5007974",0
"Facelina auriculata","RMNH.MOL.5007980",0
"Favorinus branchialis","RMNH.MOL.5007982",0
"Doris pseudoargus","RMNH.MOL.5007984",0
"Cadlina laevis","RMNH.MOL.5007987",0
