"species","sequence_id","counts"
"Myotis dasycneme","RMNH.MAM.60370.b",1
"Phocoena Phocoena","RMNH.MAM.60379",1
"Mus musculus","RMNH.MAM.60388.a",1
"Arvicola amphibius","RMNH.MAM.60396.a",1
"Eliomys quercinus","RMNH.MAM.60401.b",1
"Tursiops truncatus","RMNH.MAM.60410",1
"Vulpes vulpes","RMNH.MAM.60464",1
"Nasua narica","RMNH.MAM.60467",1
"Nasua sp.","RMNH.MAM.60467",1
"Globicephala melas","RMNH.MAM.60470",1
"Sus scrofa","RMNH.MAM.60489",1
"Mustela putorius","RMNH.MAM.60501",1
"Nasua sp.","RMNH.MAM.60527.a",1
"Nasua sp.","RMNH.MAM.60527.b",1
"Erignathus barbatus","RMNH.MAM.60540.a",1
"Erignathus barbatus","RMNH.MAM.60540.b",1
"Phocoena Phocoena","RMNH.MAM.60617",1
"Neomys fodiens","RMNH.MAM.60755",1
"Neomys fodiens","RMNH.MAM.60766",1
"Neomys fodiens","RMNH.MAM.60781",1
"Lepus europaeus","RMNH.MAM.61021",1
"Clethrionomys glareolus","RMNH.MAM.61422",1
"Myodes glareolus","RMNH.MAM.61422",1
"Clethrionomys glareolus","RMNH.MAM.61431",1
"Myodes glareolus","RMNH.MAM.61431",1
"Clethrionomys glareolus","RMNH.MAM.61486",1
"Myodes glareolus","RMNH.MAM.61486",1
"Clethrionomys glareolus","RMNH.MAM.61505",1
"Myodes glareolus","RMNH.MAM.61505",1
"Clethrionomys glareolus","RMNH.MAM.61519",1
"Myodes glareolus","RMNH.MAM.61519",1
"Arvicola amphibius","RMNH.MAM.61582",1
"Arvicola terrestris","RMNH.MAM.61582",1
"Arvicola amphibius","RMNH.MAM.61593",1
"Arvicola terrestris","RMNH.MAM.61593",1
"Myocastor coypus","RMNH.MAM.61594",1
"Ondatra zibethica","RMNH.MAM.61602",1
"Ondatra zibethicus","RMNH.MAM.61602",1
"Ondatra zibethica","RMNH.MAM.61603",1
"Ondatra zibethicus","RMNH.MAM.61603",1
"Ondatra zibethica","RMNH.MAM.61604",1
"Ondatra zibethicus","RMNH.MAM.61604",1
"Ondatra zibethica","RMNH.MAM.61610",1
"Ondatra zibethicus","RMNH.MAM.61610",1
"Neomys fodiens","RMNH.MAM.62351",1
"Oryctolagus cuniculus","RMNH.MAM.62360",1
"Oryctolagus cuniculus","RMNH.MAM.62366",1
"Eutamias minimus","RMNH.MAM.62922",1
"Tamias minimus","RMNH.MAM.62922",1
"Tamias striatus","RMNH.MAM.62925",1
"Tamias striatus","RMNH.MAM.62929",1
"Tamias striatus","RMNH.MAM.62930",1
"Glis glis","RMNH.MAM.62941",1
"Tamias sibericus","RMNH.MAM.62977",1
"Neomys fodiens","RMNH.MAM.63173",1
"Neomys fodiens","RMNH.MAM.63177",1
"Neomys fodiens","RMNH.MAM.63185",1
"Neomys fodiens","RMNH.MAM.63191",1
"Nyctalus leisleri","RMNH.MAM.63370",1
"Procyon lotor","RMNH.MAM.63624",1
"Sciurus carolinensis","RMNH.MAM.63793.b",1
"Sciurus carolinensis","RMNH.MAM.63798.a",1
"Sciurus yucatanensis","RMNH.MAM.63798.a",1
"Sciurus yucatensis","RMNH.MAM.63798.a",1
"Crocidura russula","RMNH.MAM.6771.b",1
"Lutra lutra","RMNH.MAM.6887.b",1
"Orcinus orca","RMNH.MAM.7514",1
"Lagenorhynchus albirostris","RMNH.MAM.824.b",1
"Crocidura russula","RMNH.MAM.8337.b",1
"Mesoplodon bidens","RMNH.MAM.9404",1
"Simnia ","RMNH.MOL.100762",0
"Simnia ","RMNH.MOL.100832",0
"Balea heydeni","RMNH.MOL.100911",0
"Pomatias elegans","RMNH.MOL.101010",0
"Cuspidaria luymesi","RMNH.MOL.101068",1
"Cuspidaria luymesi","RMNH.MOL.101077",1
"Potamopyrgus ","RMNH.MOL.101224",0
"Euconulus fulvus","RMNH.MOL.101243",0
"Euconulus fulvus","RMNH.MOL.101264",0
"Euconulus fulvus","RMNH.MOL.101266",0
"Euconulus fulvus","RMNH.MOL.101289",0
"Succinea putris","RMNH.MOL.101307",0
"Vallonia costata","RMNH.MOL.101341",0
"Zonitoides excavatus","RMNH.MOL.101412",0
"Zonitoides excavatus","RMNH.MOL.101428",0
"Zonitoides excavatus","RMNH.MOL.101455",0
"Zonitoides excavatus","RMNH.MOL.101459",0
"Euconulus alderi","RMNH.MOL.101472",0
"Euconulus alderi","RMNH.MOL.101497",0
"Vertigo pygmaea","RMNH.MOL.101728",0
"Vertigo pygmaea","RMNH.MOL.101738",0
"Vertigo pygmaea","RMNH.MOL.101754",0
"Vertigo antivertigo","RMNH.MOL.101759",0
"Vertigo antivertigo","RMNH.MOL.101763",0
"Vitrea cristallina","RMNH.MOL.101790",0
"Vitrea cristallina","RMNH.MOL.101815",0
"Vitrea contracta","RMNH.MOL.101831",0
"Oxyloma ","RMNH.MOL.10185",0
"Mactra corallina","RMNH.MOL.101861",0
"Eledone cirrhosa","RMNH.MOL.101865",0
"Cecilioides acicula","RMNH.MOL.101906",0
"Euconulus fulvus","RMNH.MOL.101918",0
"Euconulus alderi","RMNH.MOL.101961",0
"Euconulus alderi","RMNH.MOL.101965",0
"Zonitoides excavatus","RMNH.MOL.101987",0
"Oxychilus cellarius","RMNH.MOL.102044",0
"Oxychilus cellarius","RMNH.MOL.102054",0
"Pisidium ","RMNH.MOL.10207",0
"Acanthinula aculeata","RMNH.MOL.102122",0
"Acanthinula aculeata","RMNH.MOL.102160",0
"Zonitoides nitidus","RMNH.MOL.102169",0
"Zonitoides nitidus","RMNH.MOL.102170",0
"Oxychilus alliarius","RMNH.MOL.102177",0
"Discus rotundatus","RMNH.MOL.102183",0
"Oxychilus alliarius","RMNH.MOL.102194",0
"Oxychilus ","RMNH.MOL.10221",0
"Succinea putris","RMNH.MOL.102226",0
"Succinella oblonga","RMNH.MOL.102234",0
"Nesovitrea hammonis","RMNH.MOL.102259",0
"Punctum pygmaeum","RMNH.MOL.102280",0
"Zonitoides nitidus","RMNH.MOL.102284",0
"Nesovitrea hammonis","RMNH.MOL.102285",0
"Punctum pygmaeum","RMNH.MOL.102288",0
"Aegopinella nitidula","RMNH.MOL.102290",0
"Balea flavida","RMNH.MOL.102312",0
"Succinea putris","RMNH.MOL.102384",0
"Nesovitrea hammonis","RMNH.MOL.102392",0
"Nesovitrea hammonis","RMNH.MOL.102457",0
"Vitrina pellucida","RMNH.MOL.102517",0
"Succinella oblonga","RMNH.MOL.102538",0
"Zonitoides nitidus","RMNH.MOL.102539",0
"Succinea putris","RMNH.MOL.102540",0
"Sepiola atlantica","RMNH.MOL.102845",0
"Sepiola atlantica","RMNH.MOL.102848",0
"Yoldiella frigida","RMNH.MOL.10427",0
"Pseudanodonta complanata","RMNH.MOL.104338",0
"Pseudanodonta complanata","RMNH.MOL.104339",0
"Todaropsis eblanae","RMNH.MOL.105630",0
"Nesovitrea hammonis","RMNH.MOL.106983",0
"Nesovitrea hammonis","RMNH.MOL.107236",0
"Nesovitrea hammonis","RMNH.MOL.107488",0
"Todaropsis eblanae","RMNH.MOL.108842",0
"Dreissena bugensis","RMNH.MOL.109518",0
"Eledone cirrhosa","RMNH.MOL.110122",0
"Sepietta neglecta","RMNH.MOL.110129",0
"Octopus vulgaris","RMNH.MOL.110222",0
"Octopus ","RMNH.MOL.110242",0
"Alloteuthis subulata","RMNH.MOL.110251",0
"Loligo vulgaris","RMNH.MOL.110259",0
"Arcuatula elegans","RMNH.MOL.110399",0
"Modiolus elegans","RMNH.MOL.110399",0
"Octopus briareus","RMNH.MOL.110577",0
"Octopus filosus","RMNH.MOL.110801",0
"Sepietta oweniana","RMNH.MOL.110926",0
"Alloteuthis media","RMNH.MOL.110958",0
"Alloteuthis subulata","RMNH.MOL.110960",0
"Alloteuthis subulata","RMNH.MOL.110964",0
"Alloteuthis subulata","RMNH.MOL.110975",0
"Loligo forbesii","RMNH.MOL.110979",0
"Illex coindetii","RMNH.MOL.111031",0
"Illex illecebrosus","RMNH.MOL.111031",0
"Todarodes sagittatus","RMNH.MOL.111034",0
"Todarodes sagittatus","RMNH.MOL.111036",0
"Todarodes sagittatus","RMNH.MOL.111038",0
"Octopus burryi","RMNH.MOL.111073",0
"Ocinebrellus inornatus","RMNH.MOL.112088",0
"Alderia modesta","RMNH.MOL.112092",0
"Limapontia depressa","RMNH.MOL.112093",0
"Sepia officinalis","RMNH.MOL.113383",0
"Sepiola atlantica","RMNH.MOL.113383",0
"Sepiola atlantica","RMNH.MOL.113753",0
"Sepiola atlantica","RMNH.MOL.113759",0
"Sepiola tridens","RMNH.MOL.113771",0
"Sepietta oweniana","RMNH.MOL.113857",0
"Sepiola atlantica","RMNH.MOL.113867",0
"Sepietta oweniana","RMNH.MOL.113936",0
"Sepiola pfefferi","RMNH.MOL.113943",0
"Sepiola tridens","RMNH.MOL.113950",0
"Platyla species","RMNH.MOL.114269",0
"Balea perversa","RMNH.MOL.114318",0
"Arion lusitanicus","RMNH.MOL.114335",0
"Arion lusitanicus","RMNH.MOL.114344",0
"Scrobicularia plana","RMNH.MOL.114704",0
"Leptochiton asellus","RMNH.MOL.114766",0
"Lepidochitona cinerea","RMNH.MOL.114770",0
"Lepidochitona cinerea","RMNH.MOL.114852",0
"Acanthochitona fascicularis","RMNH.MOL.114869",0
"Leptochiton asellus","RMNH.MOL.115017",0
"Leptochiton algesirensis","RMNH.MOL.115068",0
"Crenella decussata","RMNH.MOL.11528",0
"Crenella decussata","RMNH.MOL.11532",0
"Crenella decussata","RMNH.MOL.11542",0
"Leptochiton asellus","RMNH.MOL.115931",0
"Leptochiton cancellatus","RMNH.MOL.116028",0
"Axinulus croulinensis","RMNH.MOL.116470",0
"Yoldiella ","RMNH.MOL.116593",0
"Euspira montagui","RMNH.MOL.116705",0
"Lunatia montagui","RMNH.MOL.116705",0
"Ennucula dalmasi","RMNH.MOL.116872",0
"Ennucula dalmasi","RMNH.MOL.116879",0
"Thyasira succisa","RMNH.MOL.117009",0
"Anomia ephippium","RMNH.MOL.11711",0
"Anomia ephippium","RMNH.MOL.11712",0
"Venerupis senegalensis","RMNH.MOL.117315",0
"Ennucula corbuloides","RMNH.MOL.117522",0
"Todarodes sagittatus","RMNH.MOL.117760",0
"NA NA","RMNH.MOL.117997",1
"Rapana bezoar","RMNH.MOL.117997",1
"Latona cuneata","RMNH.MOL.118210",4
"NA NA","RMNH.MOL.118210",4
"Moerella hilaris","RMNH.MOL.118220",6
"NA NA","RMNH.MOL.118220",6
"Mulinia cleryana","RMNH.MOL.119349",0
"Mulinia cleryana","RMNH.MOL.119358",0
"Mulinia cleryana","RMNH.MOL.119362",0
"Mulinia cleryana","RMNH.MOL.119371",0
"Sepietta oweniana","RMNH.MOL.119754",0
"Gouldia cerina","RMNH.MOL.119885",0
"Gouldia cerina","RMNH.MOL.119895",0
"Gouldia cerina","RMNH.MOL.119899",0
"Gouldia cerina","RMNH.MOL.119905",0
"Gouldia cerina","RMNH.MOL.119925",0
"Nototeredo reynei","RMNH.MOL.120510",0
"Psiloteredo healdi","RMNH.MOL.120511",0
"Nototeredo reynei","RMNH.MOL.120513",0
"Illex coindetii","RMNH.MOL.120872",0
"Todaropsis eblanae","RMNH.MOL.120875",0
"Lucinoma borealis","RMNH.MOL.12276",0
"Lucinella divaricata","RMNH.MOL.12325",0
"Lacuna crassior","RMNH.MOL.124157",0
"Bythinella charpentieri","RMNH.MOL.124643",0
"Potamopyrgus jenkinsi","RMNH.MOL.124700",0
"Potamopyrgus jenkinsi","RMNH.MOL.124708",0
"Potamopyrgus jenkinsi","RMNH.MOL.124710",0
"Potamopyrgus jenkinsi","RMNH.MOL.124724",0
"Potamopyrgus jenkinsi","RMNH.MOL.124734",0
"Potamopyrgus jenkinsi","RMNH.MOL.124736",0
"Potamopyrgus antipodum","RMNH.MOL.124743",0
"Mercuria confusa","RMNH.MOL.124747",0
"Mercuria similis","RMNH.MOL.124747",0
"Mercuria confusa","RMNH.MOL.124753",0
"Mercuria similis","RMNH.MOL.124753",0
"Assiminea grayana","RMNH.MOL.124828",0
"Assiminea grayana","RMNH.MOL.124834",0
"Assiminea inopina","RMNH.MOL.124839",0
"Myrtea spinifera","RMNH.MOL.12487",0
"Myrtea spinifera","RMNH.MOL.12490",0
"Melanoides tuberculata","RMNH.MOL.125136",0
"Aporrhais pespelecani","RMNH.MOL.125462",0
"Aeolidia papillosa","RMNH.MOL.126516",0
"Aeolidia papillosa","RMNH.MOL.126517",0
"Facelina drummondi","RMNH.MOL.126673",0
"Onchidoris aspera","RMNH.MOL.126678",0
"Onchidoris bilamellata","RMNH.MOL.126680",0
"Tritonia hombergii","RMNH.MOL.126723",0
"Tritonia hombergii","RMNH.MOL.126775",0
"Geitodoris ","RMNH.MOL.126852",0
"Physa marmorata","RMNH.MOL.126888",0
"Helisoma trivolvis","RMNH.MOL.126938",0
"Limax maximus","RMNH.MOL.127103",0
"Milax reuleauxi","RMNH.MOL.127122",1
"Tandonia reuleauxi","RMNH.MOL.127122",1
"Milax reuleauxi","RMNH.MOL.127124",0
"Favorinus branchialis","RMNH.MOL.127205",0
"Ancula cristata","RMNH.MOL.127235",0
"Palio dubia","RMNH.MOL.127238",0
"Milax sowerbyi","RMNH.MOL.127240",0
"Octopus vulgaris","RMNH.MOL.1275",0
"Sepietta oweniana","RMNH.MOL.127964",0
"Sepietta oweniana","RMNH.MOL.128043",0
"Arctica islandica","RMNH.MOL.129106",0
"Rapana bulbosa","RMNH.MOL.130273",0
"Rapana rapiformis","RMNH.MOL.130309",0
"Rapana rapiformis","RMNH.MOL.130312",0
"Rapana bezoar","RMNH.MOL.130319",0
"Jorunna rubescens","RMNH.MOL.131346",0
"Parvicardium scriptum","RMNH.MOL.13214",0
"Parvicardium vroomi","RMNH.MOL.13225",0
"Neaera waelii","RMNH.MOL.1325",0
"Parvicardium siculum","RMNH.MOL.13271",0
"Zirfaea crispata","RMNH.MOL.132735",0
"Parvicardium siculum","RMNH.MOL.13275",0
"Parvicardium siculum","RMNH.MOL.13276",0
"Parvicardium siculum","RMNH.MOL.13278",0
"Acanthochitona garnoti","RMNH.MOL.132781",0
"Acanthochitona garnoti","RMNH.MOL.132783",0
"Tectura virginea","RMNH.MOL.135704",0
"Tectura virginea","RMNH.MOL.135709",0
"Patella vulgata","RMNH.MOL.136520",0
"Patella vulgata","RMNH.MOL.136523",0
"Patella vulgata","RMNH.MOL.136533",0
"Patella vulgata","RMNH.MOL.136547",0
"NA NA","RMNH.MOL.136563",3
"Patella vulgata","RMNH.MOL.136563",3
"Patella vulgata","RMNH.MOL.136577",0
"Patella vulgata","RMNH.MOL.136589",0
"Jujubinus ","RMNH.MOL.138134",0
"Phorcus richardi","RMNH.MOL.141432",0
"Phorcus richardi","RMNH.MOL.141454",0
"Phorcus richardi","RMNH.MOL.141474",0
"Phorcus mutabilis","RMNH.MOL.142472",0
"Phorcus mutabilis","RMNH.MOL.142479",0
"Venus verrucosa","RMNH.MOL.14299",0
"Venus nux","RMNH.MOL.14315",0
"Venus casina","RMNH.MOL.14327",0
"Timoclea ovata","RMNH.MOL.14393",0
"Timoclea ovata","RMNH.MOL.14407",0
"Timoclea ovata","RMNH.MOL.14438",0
"Timoclea ovata","RMNH.MOL.14439",0
"Chaetoderma nitidulum","RMNH.MOL.144768",0
"Chaetoderma nitidulum","RMNH.MOL.144769",0
"Chaetoderma canadense","RMNH.MOL.144772",0
"Diodora graeca","RMNH.MOL.144835",0
"Jujubinus striatus","RMNH.MOL.144957",0
"Gibbula ","RMNH.MOL.144969",0
"Timoclea ovata","RMNH.MOL.14526",0
"Timoclea ovata","RMNH.MOL.14528",0
"Hiatella arctica","RMNH.MOL.14917",0
"Hiatella arctica","RMNH.MOL.14921",0
"Hiatella arctica","RMNH.MOL.14934",0
"Hiatella arctica","RMNH.MOL.14954",0
"Lyonsia norvegica","RMNH.MOL.14974",0
"Thracia villosiuscula","RMNH.MOL.15011",0
"Ditropis planorbis","RMNH.MOL.153887",4
"NA NA","RMNH.MOL.153887",8
"Ditropis convexa","RMNH.MOL.153891",2
"NA NA","RMNH.MOL.153891",4
"Cipangopaludina chinensis","RMNH.MOL.156822",1
"NA NA","RMNH.MOL.156822",2
"Cipangopaludina chinensis","RMNH.MOL.156823",1
"NA NA","RMNH.MOL.156823",1
"Cipangopaludina chinensis","RMNH.MOL.156824",4
"NA NA","RMNH.MOL.156824",4
"Talochlamys multistriata","RMNH.MOL.15831",0
"Talochlamys multistriata","RMNH.MOL.15835",0
"Talochlamys multistriata","RMNH.MOL.15839",0
"Lacuna pallidula","RMNH.MOL.158413",0
"Lacuna pallidula","RMNH.MOL.158418",2
"Lacuna pallidula","RMNH.MOL.158420",0
"Lacuna pallidula","RMNH.MOL.158438",0
"Talochlamys multistriata","RMNH.MOL.15848",0
"Pomatias elegans","RMNH.MOL.160289",0
"Pomatias elegans","RMNH.MOL.160296",0
"Pomatias elegans","RMNH.MOL.160309",0
"Pomatias elegans","RMNH.MOL.160323",0
"Pomatias elegans","RMNH.MOL.160367",0
"Platyla similis","RMNH.MOL.161686",0
"Platyla similis","RMNH.MOL.161697",0
"Acicula lusitanica","RMNH.MOL.161713",5
"Platyla lusitanica","RMNH.MOL.161713",5
"Acicula corcyrensis","RMNH.MOL.161922",0
"Acicula corcyrensis","RMNH.MOL.161939",0
"Acicula corcyrensis","RMNH.MOL.161946",0
"Acicula fusca","RMNH.MOL.161954",0
"Acicula fusca","RMNH.MOL.161955",0
"Acicula fusca","RMNH.MOL.161960",0
"Acicula fusca","RMNH.MOL.161966",0
"Acicula lineolata","RMNH.MOL.161977",0
"Heleobia stagnorum","RMNH.MOL.162275",5
"NA NA","RMNH.MOL.162275",10
"Ecrobia truncata","RMNH.MOL.162315",0
"Bythinella schmidtii","RMNH.MOL.162568",0
"Bythinella austriacea","RMNH.MOL.162581",0
"Bythinella ","RMNH.MOL.162616",0
"Bythinella batalleri","RMNH.MOL.162631",0
"Bythiospeum quenstedti","RMNH.MOL.162658",0
"Bythinella dunkeri","RMNH.MOL.162663",0
"Bythinella dunkeri","RMNH.MOL.162668",0
"Bythinella dunkeri","RMNH.MOL.162679",0
"Bythinella opaca","RMNH.MOL.162701",0
"Bythiospeum lamperti","RMNH.MOL.162765",0
"Bythiospeum clessini","RMNH.MOL.162783",0
"Bythiospeum clessini","RMNH.MOL.162788",0
"Avenionia berenguieri","RMNH.MOL.162879",2
"NA NA","RMNH.MOL.162879",6
"Avenionia berenguieri","RMNH.MOL.162881",0
"Avenionia roberti","RMNH.MOL.162883",0
"Mercuria confusa","RMNH.MOL.163065",3
"NA NA","RMNH.MOL.163065",3
"Heleobia stagnorum","RMNH.MOL.163242",0
"Heleobia aponensis","RMNH.MOL.163246",0
"Bythiospeum acicula","RMNH.MOL.163576",0
"Diodora graeca","RMNH.MOL.16527",0
"Diodora graeca","RMNH.MOL.16531",0
"Diodora graeca","RMNH.MOL.16545",0
"Setia conoidea","RMNH.MOL.165582",0
"Setia pulcherrima","RMNH.MOL.165589",0
"Pusillina radiata","RMNH.MOL.165624",0
"Pusillina radiata","RMNH.MOL.165654",0
"Pusillina radiata","RMNH.MOL.165663",0
"Hyala vitrea","RMNH.MOL.165682",0
"Crisilla picta","RMNH.MOL.165783",0
"NA NA","RMNH.MOL.166050",16
"Onoba aculeus","RMNH.MOL.166050",8
"Onoba aculeus","RMNH.MOL.166053",0
"Planorbarius corneus","RMNH.MOL.166138",8
"Radix ovata","RMNH.MOL.166141",25
"Viviparus contectus","RMNH.MOL.166142",17
"NA NA","RMNH.MOL.166160",24
"Onoba semicostata","RMNH.MOL.166160",8
"Onoba semicostata","RMNH.MOL.166292",0
"Hyala vitrea","RMNH.MOL.166301",2
"NA NA","RMNH.MOL.166301",4
"Hyala vitrea","RMNH.MOL.166303",1
"NA NA","RMNH.MOL.166303",1
"Hyala vitrea","RMNH.MOL.166310",0
"Setia pulcherrima","RMNH.MOL.166586",0
"Crisilla perminima","RMNH.MOL.166595",0
"Setia turriculata","RMNH.MOL.167239",0
"Setia turriculata","RMNH.MOL.167244",0
"Aspidosiphon muelleri","RMNH.MOL.168551",0
"Hyala vitrea","RMNH.MOL.17270",0
"Melanoides variabilis","RMNH.MOL.172733",0
"Hyala vitrea","RMNH.MOL.17274",0
"Aporrhais pespelecani","RMNH.MOL.177504",0
"Aporrhais pespelecani","RMNH.MOL.177528",0
"Aporrhais pespelecani","RMNH.MOL.177631",0
"Aporrhais pespelecani","RMNH.MOL.177648",0
"Aporrhais pespelecani","RMNH.MOL.177650",0
"Aporrhais serresianus","RMNH.MOL.177668",0
"Tornus subcarinatus","RMNH.MOL.18372",0
"Lamellaria ","RMNH.MOL.186908",0
"Velutina velutina","RMNH.MOL.186942",0
"Simnia spelta","RMNH.MOL.187302",0
"Simnia loebbeckeana","RMNH.MOL.187334",0
"Simnia spelta","RMNH.MOL.187347",0
"Simnia spelta","RMNH.MOL.187354",0
"Velutina velutina","RMNH.MOL.188523",0
"Velutina velutina","RMNH.MOL.188528",0
"Lamellaria perspicua","RMNH.MOL.188591",0
"Lamellaria latens","RMNH.MOL.188652",0
"Marshallora adversa","RMNH.MOL.194417",0
"Marshallora adversa","RMNH.MOL.194898",0
"Marshallora adversa","RMNH.MOL.194900",0
"Alloteuthis subulata","RMNH.MOL.196713",2
"Marshallora adversa","RMNH.MOL.196775",0
"Nucella lapillus","RMNH.MOL.197553",0
"Ocenebra erinaceus","RMNH.MOL.197725",0
"Adamsia typica","RMNH.MOL.198158",2
"NA NA","RMNH.MOL.198158",4
"NA NA","RMNH.MOL.198161",2
"Urosalpinx perrugata","RMNH.MOL.198161",1
"NA NA","RMNH.MOL.198175",12
"Urosalpinx cinerea","RMNH.MOL.198175",6
"NA NA","RMNH.MOL.198189",2
"Urosalpinx circumtexta","RMNH.MOL.198189",2
"Urosalpinx circumtexta","RMNH.MOL.198191",0
"NA NA","RMNH.MOL.198312",6
"Nucella canaliculata","RMNH.MOL.198312",3
"Ocenebra erinaceus","RMNH.MOL.198884",0
"Ocenebra erinaceus","RMNH.MOL.198933",0
"Calliostoma ","RMNH.MOL.199037",0
"Colus gracilis","RMNH.MOL.200524",0
"Nucella dubia","RMNH.MOL.200656",0
"Neptunea despecta","RMNH.MOL.201067",0
"Buccinum undatum","RMNH.MOL.201148",0
"Neptunea antiqua","RMNH.MOL.202628",0
"Neptunea antiqua","RMNH.MOL.202644",1
"Colus gracilis","RMNH.MOL.202747",0
"Colus gracilis","RMNH.MOL.202750",1
"NA NA","RMNH.MOL.202750",1
"Colus gracilis","RMNH.MOL.202763",0
"Colus latericeus","RMNH.MOL.202775",0
"NA NA","RMNH.MOL.202775",0
"Limax flavus","RMNH.MOL.2107",0
"Propebela scalaris","RMNH.MOL.222845",0
"Propebela turricula","RMNH.MOL.222858",0
"Marshallora adversa","RMNH.MOL.22661",0
"Marshallora adversa","RMNH.MOL.22676",0
"Marshallora adversa","RMNH.MOL.22696",0
"Marshallora adversa","RMNH.MOL.22700",0
"Ammonicera ","RMNH.MOL.227166",0
"Ammonicera fischeriana","RMNH.MOL.227913",0
"Pyrgiscus ","RMNH.MOL.228112",0
"Pyrgiscus ","RMNH.MOL.228114",0
"Thracia papyracea","RMNH.MOL.22874",0
"Thracia papyracea","RMNH.MOL.22879",0
"Thracia papyracea","RMNH.MOL.22888",0
"Lasaea rubra","RMNH.MOL.22899",0
"Doris lacera","RMNH.MOL.229",0
"Turbonilla ","RMNH.MOL.229318",0
"Lasaea rubra","RMNH.MOL.22933",0
"Kellia suborbicularis","RMNH.MOL.22937",0
"Kellia suborbicularis","RMNH.MOL.22938",0
"Turbonilla ","RMNH.MOL.229498",0
"Turbonilla pumila","RMNH.MOL.229690",0
"Turbonilla jeffreysii","RMNH.MOL.229747",0
"Turbonilla jeffreysii","RMNH.MOL.229751",0
"Kellia suborbicularis","RMNH.MOL.22977",0
"Kellia suborbicularis","RMNH.MOL.22987",0
"Turbonilla pusilla","RMNH.MOL.229910",0
"Turbonilla pusilla","RMNH.MOL.229918",0
"Turbonilla pusilla","RMNH.MOL.229920",0
"Turbonilla rufa","RMNH.MOL.229939",0
"Turbonilla pusilla","RMNH.MOL.230115",0
"Eulimella cerullii","RMNH.MOL.230173",0
"Eulimella ","RMNH.MOL.230271",0
"Eulimella ","RMNH.MOL.230273",0
"Eulimella ","RMNH.MOL.230274",0
"Eulimella ","RMNH.MOL.230386",0
"Eulimella ","RMNH.MOL.230429",0
"Eulimella ","RMNH.MOL.230430",0
"Eulimella ","RMNH.MOL.230493",0
"Eulimella acicula","RMNH.MOL.230815",0
"Scaphander lignarius","RMNH.MOL.230893",0
"Scaphander lignarius","RMNH.MOL.230894",0
"Odostomia lukisii","RMNH.MOL.230902",0
"Odostomia acuta","RMNH.MOL.230922",0
"NA NA","RMNH.MOL.230924",6
"Odostomia acuta","RMNH.MOL.230924",3
"Odostomia acuta","RMNH.MOL.230937",0
"Cylichna cylindracea","RMNH.MOL.230940",0
"Odostomia conoidea","RMNH.MOL.230966",0
"Odostomia conoidea","RMNH.MOL.230971",0
"Odostomia conoidea","RMNH.MOL.230979",0
"Haminoea navicula","RMNH.MOL.231524",0
"Cylichna cylindracea","RMNH.MOL.231528",14
"NA NA","RMNH.MOL.231528",28
"Cylichna cylindracea","RMNH.MOL.231533",1
"NA NA","RMNH.MOL.231533",1
"Doris lutea","RMNH.MOL.232",0
"Scaphander lignarius","RMNH.MOL.232004",1
"Scaphander lignarius","RMNH.MOL.232011",0
"NA NA","RMNH.MOL.232025",1
"Scaphander lignarius","RMNH.MOL.232025",1
"Scaphander lignarius","RMNH.MOL.232027",1
"Scaphander ","RMNH.MOL.232032",0
"Scaphander punctostriatus","RMNH.MOL.232050",0
"Scaphander punctostriatus","RMNH.MOL.232059",0
"Scaphander punctostriatus","RMNH.MOL.232061",0
"Haminoea vesicula","RMNH.MOL.232451",2
"NA NA","RMNH.MOL.232451",4
"Haminoea antillarum","RMNH.MOL.232463",2
"NA NA","RMNH.MOL.232463",2
"Haminoea cymbalum","RMNH.MOL.232470",4
"NA NA","RMNH.MOL.232470",4
"Haminoea navicula","RMNH.MOL.232490",0
"Haminoea constricta","RMNH.MOL.232529",2
"NA NA","RMNH.MOL.232529",2
"Haminoea tenella","RMNH.MOL.232608",2
"NA NA","RMNH.MOL.232608",2
"Haminoea vesicula","RMNH.MOL.232616",2
"NA NA","RMNH.MOL.232616",2
"Diaphana minuta","RMNH.MOL.232887",0
"Galba truncatula","RMNH.MOL.233076",0
"Galba truncatula","RMNH.MOL.233078",0
"Lymnaea stagnalis","RMNH.MOL.233117",0
"Lymnaea stagnalis","RMNH.MOL.233119",0
"Ocenebra erinaceus","RMNH.MOL.23320",0
"Ocenebra erinaceus","RMNH.MOL.23323",0
"Ocenebra erinaceus","RMNH.MOL.23325",0
"Ocenebra erinaceus","RMNH.MOL.23334",0
"Aeolidia papillosa","RMNH.MOL.2349",0
"Aplexa hypnorum","RMNH.MOL.236262",0
"Ferrissia rivularis","RMNH.MOL.236332",0
"Omphiscola glabra","RMNH.MOL.236556",0
"Gyraulus albus","RMNH.MOL.237578",0
"Planorbarius corneus","RMNH.MOL.237617",0
"Physa fontinalis","RMNH.MOL.237666",2
"Physa fontinalis","RMNH.MOL.237667",0
"NA NA","RMNH.MOL.237673",79
"Physella gyrina","RMNH.MOL.237673",79
"Physella gyrina","RMNH.MOL.237674",0
"Haitia acuta","RMNH.MOL.237743",0
"Physa acuta","RMNH.MOL.237743",0
"Physa ","RMNH.MOL.237852",0
"Aplexa hypnorum","RMNH.MOL.237897",0
"Doris tuberculata","RMNH.MOL.238",0
"Columella edentula","RMNH.MOL.238085",0
"NA NA","RMNH.MOL.238110",4
