synonym_id,species_id,synonym_name,identification_reference
2219,16074,Linnaemya pudica,"Rondani, 1859"
2220,16090,Liocarcinus arcuatus,"Leach, 1814"
2221,16094,Brachychthonius perpusillus,"Berlese, 1910"
2222,16095,Liochthonius forsslundi,"Chinone, 1974"
2223,16096,Brachychthonius ensifer,"Strenzke, 1951"
2224,16104,Brachychthonius nodosus,"Willmann, 1952"
2225,16104,Brachychthonius scalaris,"Forsslund, 1942"
2226,16107,Brachychthonius hystrinicus,"Forsslund, 1957"
2227,16114,Liogluta alpestris,"Kraatz, 1856"
2228,16114,Liogluta nitidula,"Kraatz, 1856"
2229,16150,Lipiniella arenicola,"Shilova, 1961"
2230,16160,Liposcelis virgatulus,"Pearman, 1929"
2231,16170,Liriomyza solani,"Hering, 1927"
2232,16174,Liriomyza ononidis,"De Meijere, 1925"
2233,16175,Liriomyza leguminosarum,"De Meijere, 1924"
2234,16178,Liriomyza eruciifolii,"De Meijere, 1943"
2235,16189,Liriomyza millefolii,"Hering, 1927"
2236,16191,Liriomyza bellidis,"De Meijere, 1924"
2237,16191,Liriomyza fasciola,"Meigen, 1838"
2238,16192,Liriomyza graminicola,"De Meijere, 1924"
2239,16205,Lispe gemina,"Van der Wulp, 1868"
2240,16205,Lispe pilosa,"Loew, 1862"
2241,16207,Lispe pulchella,"Loew, 1847"
2242,16208,Lispe tenuipalpis,"Stenhammar, 1846"
2243,16213,Lispocephala lacteipennis,"Zetterstedt, 1845"
2244,16250,Triturus helveticus,"Razoumowsky, 1789"
2245,16251,Triturus vulgaris,"Linnaeus, 1758"
2246,16261,Rana catesbeiana,"Shaw, 1802"
2247,16271,Lithobius pusillifrater,"Verhoeff, 1925"
2248,16271,Lithobius pusillus,"Latzel, 1880"
2249,16275,Lithobius duboscqui,"Brölemann, 1896"
2250,16297,Mesoligia literosa,"Haworth, 1809"
2251,16300,Littorina mariae,"Sacchi & Bastelli, 1966"
2252,16303,Littorina tenebrosa,"Montagu, 1803"
2253,16310,Lixus sanguineus,"Rossi, 1790"
2254,16314,Lixus angustatus,"Fabricius, 1775"
2255,16327,Lathrobium multipunctum,"Gravenhorst, 1802"
2256,16338,Trichadenotecnum macilentum,"Roesler, 1939"
2257,16348,Splanchnotrophus brevipes,"Hancock & Norman, 1863"
2258,16360,Lonchaea vaginalis,"Fallén, 1820"
2259,16376,Lonchaea lucidiventris,"Becker, 1895"
2260,16383,Lonchoptera furcata,"Fallén, 1823"
2261,16390,Chortodes elymi,"Treitschke, 1825"
2262,16422,Longitarsus exoletus,"Linnaeus, 1758"
2263,16456,Lophochaeta ignota,"Štolc, 1886"
2264,16456,Tubifex ignotus,"Stolc, 1886"
2265,16465,Parus cristatus,"Linnaeus, 1758"
2266,16473,Lordiphosa forcipata,"Collin, 1952"
2267,16483,Myrmedobia coleoptrata,"Fallén, 1807"
2268,16515,Lucilia flavipennis,"Kramer, 1917"
2269,16518,Lucilia simulatrix,"Pandellé, 1896"
2270,16522,Lucilia latifrons,"Schiner, 1862"
2271,16522,Lucilia nobilis,"Meigen, 1826"
2272,16556,Lutraria magna,"Da Costa, 1778"
2273,16575,Lycoriella mali,"Fitch, 1856"
2274,16577,Lycoriella vanderwieli,"Schmitz, 1920"
2275,16583,Lyctoxylon japonum,"Reitter, 1879"
2276,16589,Lydella lepida,"Meigen, 1838"
2277,16591,Lydina rebaptizata,"Rondani, 1859"
2278,16611,Felis lynx,"Linnaeus, 1758"
2279,16612,Leporacarus mustelae,"Mégnin, 1885"
2280,16612,Listrophorus mustelae,"Mëgnin, 1885"
2281,16618,Lypha umbrinervis,"Zetterstedt, 1844"
2282,16624,Polyommatus coridon,"Poda, 1761"
2283,16651,Machilis meijerei,"Wygodzinsky, 1954"
2284,16651,Machilis oudemansi,"Wygodzinsky, 1954"
2285,16657,Angulus tenuis,"Da Costa, 1778"
2286,16657,Tellina tenuis,"Da Costa, 1778"
2287,16663,Macquartia nitida,"Robineau-Desvoidy, 1830"
2288,16664,Macquartia occlusa,"Rondani, 1859"
2289,16671,Macrobiotus hufelandii,"Schultze, 1833"
2290,16695,Macrocera maculipennis,"Macquart, 1826"
2291,16702,Gamasus carinatus,"Koch, 1839"
2292,16703,Gamasus decoloratus,"Koch, 1839"
2293,16704,Macrholaspis dentatus,"Evans & Browning, 1956"
2294,16705,Cophrolaspis glaber,"Mueller, 1860"
2295,16705,Gamasus stercorarius,"Kramer, 1876"
2296,16705,Holostaspis glaber,"Mueller, 1860"
2297,16705,Macrocheles subglaber,"Filliponi, 1959"
2298,16707,Nothrolaspis matrius,"Hull, 1925"
2299,16708,Holostapis merdarius,"Berlese, 1889"
2300,16709,Nothrolaspis montanus,"Willmann, 1951"
2301,16710,Acarus muscaedomesticae,"Scopoli, 1772"
2302,16712,Gamasus opacus,"Koch, 1839"
2303,16713,Holostaspis penicilliger,"Berlese, 1904"
2304,16715,Gamasus pisentii,"Berlese, 1882"
2305,16716,Gamasus robustulus,"Berlese, 1904"
2306,16717,Gamasus tardus,"Koch, 1844"
2307,16719,Gamasus vagabundus,"Berlese, 1889"
2308,16720,Holotaspis vernalis,"Berlese, 1887"
2309,16728,Macrodiplosis dryobia,"Löw, 1877"
2310,16729,Macrodiplosis volvens,"Kieffer, 1895"
2311,16743,Macrolabis ruebsaameni,"Hedicke, 1938"
2312,16745,Macrolabis corrugans,"Löw, 1877"
2313,16761,Macronychia ungulans,"Pandellé, 1859"
2314,16763,Dermanissus flavus,"Kolenati, 1857"
2315,16763,Liponyssus britannicus,"Radford, 1941"
2316,16764,Hirstesia britteni,"Radford, 1953"
2317,16764,Liponyssus cyclaspis,"Oudemans, 1906"
2318,16764,Liponyssus kolenatii,"Oudemans, 1902"
2319,16764,Liponyssus pipistrelli,"Oudemans, 1906"
2320,16765,Macropelopia goetghebueri,"Kieffer, 1918"
2321,16786,Macrophya quadrimaculata,"Fabricius, 1787"
2322,16819,Phyllonorycter robiniella,"Clemens, 1859"
2323,16827,Macrosifoniella millefolii,De Geer
2324,16835,Macrosifoniella usquertensis,Hille Ris Lambers
2325,16891,Mactra corallina,"Montagu, 1808"
2326,16896,Crassostrea angulata,"Lamarck, 1819"
2327,16896,Crassostrea gigas,"Thunberg, 1793"
2328,16897,Magdalis armigera,"Geoffroy, 1785"
2329,16922,Malacoceros vulgaris,"Quatrefages, 1843"
2330,16926,Malacomyia fucorum,"Zetterstedt, 1847"
2331,16929,Malaconothrus egregius,"Berlese, 1910"
2332,16932,Malacosoma castrense,"Linnaeus, 1758"
2333,16934,Autoserica castanea,"Arrow, 1913"
2334,16944,Malmgreniella andreapolis,"McIntosh, 1874"
2335,16945,Malmgreniella arenicolae,"De Saint Joseph, 1888"
2336,16946,Malmgreniella castanea,"McIntosh, 1876"
2337,16947,Malmgreniella darbouxi,"Pettibone, 1993"
2338,16948,Malmgreniella ljungmani,"Malmgren, 1867"
2339,16949,Malmgreniella lunulata,"Delle Chiaje, 1830"
2340,16950,Malmgreniella marphysae,"McIntosh, 1876"
2341,16951,Malmgreniella mcintoshi,"Tebble & Chambers, 1982"
2342,16955,Malthinus punctatus,"Geoffroy, 1785"
2343,16974,Tegenaria ferruginea,"Panzer, 1804"
2344,16975,Tegenaria pagana,"Koch, 1840"
2345,16976,Tegenaria picta,"Simon, 1870"
2346,16977,Tegenaria silvestris,"Koch, 1872"
2347,16989,Marenzelleria wireni,"Augener, 1913"
2348,17005,Margelopsis haeckeli,"Hartlaub, 1897"
2349,17013,Marphysa belli,"Audouin & Milne Edwards, 1833"
2350,17020,Marstoniopsis scholtzi,"Schmidt, 1856"
2351,17032,Massalongia ruber,"Kieffer, 1890"
2352,17049,Mayetiola poae,"Bosc, 1817"
2353,17049,Poomyia poae,"Bosc, 1817"
2354,17054,Pemphigocecis ventricola,"Rübsaamen, 1899"
2355,17056,Mecaspis emarginatus,"Fabricius, 1787"
2356,17060,Gymnetron labile,"Herbst, 1795"
2357,17061,Gymnetron pascuorum,"Gyllenhal, 1813"
2358,17076,Medetera rostrata,"Fabricius, 1981"
2359,17096,Medina ornata,"Meigen, 1838"
2360,17116,Ceryle alcyon,"Linnaeus, 1758"
2361,17121,Chalicodoma ericetorum,"Lepeletier, 1841"
2362,17138,Megadelphax sordidulus,"Stål, 1853"
2363,17141,Xantholinus glabratus,"Gravenhorst, 1802"
2364,17146,Pterodectes major,"Trouessart, 1885"
2365,17165,Megamerina loxocerina,"Fallén, 1820"
2366,17179,Megarthrus sinuatocollis,"Lacordaire, 1835"
2367,17185,Megaselia ornatipes,"Schitz, 1926"
2368,17185,Megaselia proxima,"Lundbeck, 1920"
2369,17195,Megaselia mirifica,"Schmitz, 1934"
2370,17199,Megaselia pygmaeoides,"Lundbeck, 1921"
2371,17201,Megaselia cinerella,"Lundbeck, 1920"
2372,17201,Megaselia exigua,"Wood, 1910"
2373,17209,Megaselia anisodactyla,"Schmitz, 1919"
2374,17212,Megaselia armipes,"Schmitz, 1933"
2375,17213,Megaselia carpalis,"Schmitz, 1919"
2376,17219,Megaselia dactylata,"Lundbeck, 1920"
2377,17221,Megaselia hibernica,"Schmitz, 1938"
2378,17221,Megaselia humilis,"Wood, 1909"
2379,17224,Megaselia aperta,"Schmitz, 1921"
2380,17224,Megaselia nudiventris,"Wood, 1909"
2381,17225,Megaselia sordescens,"Schmitz, 1927"
2382,17228,Megaselia cuspidata,"Schmitz, 1919"
2383,17228,Megaselia pungens,"Lundbeck, 1920"
2384,17240,Megaselia furcatinervis,"Schmitz, 1934"
2385,17246,Megaselia plurispinosa,"Lundbeck, 1920"
2386,17250,Megaselia atrimana,"Wood, 1912"
2387,17250,Megaselia egregia,"Lundbeck, 1922"
2388,17250,Megaselia hastata,"Schmitz, 1922"
2389,17259,Megaselia perciliata,"Lundbeck, 1920"
2390,17273,Megaselia subnitida,"Lundbeck, 1920"
2391,17281,Megaselia albipennis,"Wood, 1909"
2392,17284,Megaselia angustifrons,"Wood, 1912"
2393,17285,Megaselia luminosa,"Schmitz, 1952"
2394,17287,Megaselia coaequalis,"Schmitz, 1919"
2395,17288,Megaselia albidihalteris,"Felt, 1896"
2396,17288,Megaselia albidohalteris,"Felt, 1896"
2397,17288,Megaselia deflexa,"Schmitz, 1929"
2398,17290,Megaselia funesta,"Schmitz, 1935"
2399,17290,Megaselia projecta,"Becker, 1901"
2400,17293,Megaselia pseudorata,"Schmitz, 1922"
2401,17299,Megaselia interrupta,"Zetterstedt, 1838"
2402,17308,Megaselia sinuata,"Schmitz, 1926"
2403,17309,Megaselia atripes,"Brues, 1915"
2404,17310,Megaselia clavipes,"Wood, 1910"
2405,17312,Megaselia phoenicura,"Schmitz, 1926"
2406,17315,Megaselia rubra,"Schmitz, 1918"
2407,17318,Megaselia heracleellae,"Bouché, 1834"
2408,17323,Megaselia scutellariformis,"Schmitz, 1926"
2409,17339,Megaselia fuscohalterata,"Schmitz, 1919"
2410,17339,Megaselia xanthogastra,"Schmitz, 1940"
2411,17340,Megaselia angustipennis,"Lundbeck, 1920"
2412,17340,Megaselia consimilis,"Lundbeck, 1920"
2413,17341,Megaselia irregularifrons,"Schmitz, 1921"
2414,17342,Megaselia impolluta,"Schmitz, 1920"
2415,17353,Megaselia pallida,"Lundbeck, 1921"
2416,17354,Megaselia variabilis,"Wood, 1909"
2417,17362,Megasternum obscurum,"Marsham, 1802"
2418,17381,Megasyrphus annulipes,"Zetterstedt, 1838"
2419,17388,Dermaleichus glandarii,"Buchholz, 1869"
2420,17389,Dermaleichus gallinulae,"Buchholz, 1870"
2421,17389,Dimorphus gallinulae,"Buchholz, 1870"
2422,17390,Megophthalmidia ferruginea,"Van der Wulp, 1859"
2423,17390,Megophthalmidia zugmayeriae,"Dziedzicki, 1889"
2424,17398,Meigenia bisignata,"Meigen, 1824"
2425,17406,Meiosimyza mihalyii,"Papp, 1978"
2426,17411,Melanagromyza aeneiventris,"Fallén, 1823"
2427,17413,Melanagromyza cunctata,"Meigen, 1830"
2428,17451,Baris laticollis,"Marsham, 1802"
2429,17452,Baris morio,"Boheman, 1844"
2430,17453,Melanochaeta aterrima,"Strobl, 1880"
2431,17460,Melanogaster lucida,"Scopoli, 1763"
2432,17460,Melanogaster viduata,"Linnaeus, 1758"
2433,17462,Melanoides tuberculatus,"Müller, 1774"
2434,17463,Melanomyia fimbriata,"Meigen, 1826"
2435,17464,Melanomyia nana,"Meigen, 1826"
2436,17469,Melanophthalma curticollis,"Mannerheim, 1844"
2437,17475,Melanotus rufipes,"Herbst, 1784"
2438,17486,Melecta punctata,"Fabricius, 1775"
2439,17491,Typhlodromus domesticus,"Oudemans, 1929"
2440,17534,Meligethes reclairei,"Scholz, 1933"
2441,17535,Meligethes persicus,"Faldermann, 1837"
2442,17542,Melinda cognata,"Meigen, 1830"
2443,17543,Melinda coerulea,"Meigen, 1826"
2444,17545,Meliscaeva maculicornis,"Zetterstedt, 1843"
2445,17645,Eperigone eschatologica,"Crosby, 1924"
2446,17648,Merodon spinipes,"Fabricius, 1794"
2447,17649,Merodon batumicus,"Paromonov, 1927"
2448,17653,Merodon bulborum,"Rondani, 1845"
2449,17653,Merodon flavicans,"Fabricius, 1794"
2450,17653,Merodon nobilis,"Meigen, 1822"
2451,17653,Merodon transversalis,"Meigen, 1822"
2452,17653,Merodon validus,"Wiedemann, 1822"
2453,17667,Meroplius stercorarius,"Robineau-Desvoidy, 1830"
2454,17675,Mesachorutes marlieri,"Delamare, 1947"
2455,17676,Mesalges diaphanoxus,"Bonnet, 1924"
2456,17677,Dermaleichus oscinum,"Koch, 1840"
2457,17678,Dermaleichus picimajoris,"Buchholz, 1870"
2458,17678,Dimorphus pici,Buchholz
2459,17680,Mesapamea didyma,"Esper, 1788"
2460,17695,Haloentomobrya dollfusi,"Denis, 1924"
2461,17841,Damaeus michaelii,"Hull, 1915"
2462,17841,Metabelba cremersi,"Van der Hammen, 1952"
2463,17854,Metalimnobia xanthoptera,"Meigen, 1804"
2464,17858,Listrophorus pagenstecheri,"Haller, 1880"
2465,17862,Metamasius humipterus,"Linnaeus, 1758"
2466,17917,Methocha ichneumonides,"Latreille, 1804"
2467,17926,Stenula rubrovittata,"Sars, 1882"
2468,17928,Metopia roserii,"Rondani, 1859"
2469,17928,Metopia stackelbergi,"Rohdendorf, 1955"
2470,17929,Metopia leucocephala,"Rossi, 1790"
2471,17933,Metopia rondaniana,"Venturi, 1953"
2472,17935,Leptophora braueri,"Strobl, 1880"
2473,17935,Leptophora cuneata,"Schmitz, 1924"
2474,17935,Metopina cuneata,"Schmitz, 1924"
2475,17955,Metopomyza flavoscutellaris,"Zetterstedt, 1838"
2476,17960,Metopsia retusa,"Stephens, 1843"
2477,17964,Metridium senile,"Linnaeus, 1761"
2478,17965,Metriocnemus atratulus,"Zetterstedt, 1850"
2479,17968,Metriocnemus martinii,"Thienemann, 1921"
2480,17969,Metriocnemus obscuripes,"Holmgren, 1869"
2481,18003,Micrambe vini,"Panzer, 1797"
2482,18027,Flabellina gracilis,"Alder & Hancock, 1844"
2483,18034,Cryptocyclops bicolor,"Sars, 1863"
2484,18045,Microdon eggeri,"Mik, 1897"
2485,18061,Microgaster auriculata,"Fabricius, 1804"
2486,18091,Micrommata roseum,"Clerck, 1757"
2487,18097,Micromyia lucorum,"Rondani, 1840"
2488,18118,Microphor velutinus,"Macquart, 1827"
2489,18124,Rhynchodemus terrestris,"Müller, 1774"
2490,18158,Microplontus figuratus,"Gyllenhal, 1837"
2491,18167,Micropsectra subnitens,"Goetghebuer, 1928"
2492,18169,Micropsectra gmundensis,"Egger, 1863"
2493,18169,Micropsectra praecox,"Wiedemann, 1818"
2494,18191,Dirhagus lepidus,"Rosenhauer, 1847"
2495,18192,Dirhagus pygmaeus,"Fabricius, 1793"
2496,18200,Microstella norvegica,"Boeck, 1865"
2497,18202,Microsoma delicatum,"Meigen, 1824"
2498,18202,Microsoma viduum,"Egger, 1860"
2499,18214,Tritia minuta,"Willmann, 1919"
2500,18226,Diorchestes consanguineus,"Oudemans, 1908"
2501,18245,Miltogramma pilitarsis,"Rondani, 1859"
2502,18249,Chlamys varia,"Linnaeus, 1758"
2503,18256,Acanthoscelides mimosae,"Fabricius, 1781"
2504,18264,Mimus polyglottus,"Linnaeus, 1758"
2505,18267,Minettia rivosa,"Meigen, 1826"
2506,18274,Minettia uncinata,"De Meijere, 1907"
2507,18290,Oribata fusigera,"Michael, 1884"
2508,18304,Trionymus subterraneus,"Newstead, 1893"
2509,18327,Mitostoma chrysomelas,"Spoek, 1963"
2510,18329,Zercon sellnicki,"Schweitzer, 1948"
2511,18349,Mochlonyx culiciformis,"De Geer, 1776"
2512,18355,Modiolus phaseolina,"Philippi, 1844"
2513,18355,Modiolus phaseolinus,"Philippi, 1844"
2514,18359,Tellina donacina,"Linnaeus, 1758"
2515,18360,Ostroumovia inkermanica,"Paltschikowa-Ostroumova, 1925"
2516,18364,Mogulones cruciger,"Herbst, 1784"
2517,18373,Pempelia obductella,"Zeller, 1839"
2518,18390,Molophilus armatus,"De Meijere, 1918"
2519,18395,Molophilus ochrescens,"Edwards, 1938"
2520,18398,Molophilus bifilatus,"Verrall, 1886"
2521,18405,Molophilus propinquus,"De Meijere, 1920"
2522,18434,Monardia halterata,"Zetterstedt, 1852"
2523,18434,Xylopriona atra,"Meigen, 1804"
2524,18435,Monardia vanderwulpi,"De Meijere, 1899"
2525,18438,Monarthropalpus buxi,"Laboulbène, 1873"
2526,18439,Colpodia carolinae,"Felt, 1907"
2527,18451,Tryphon braccatus,"Gravenhorst, 1820"
2528,18453,Bremia subterranea,"Kieffer, 1898"
2529,18465,Paltodora cytisella,"Curtis, 1837"
2530,18476,Monoclona halterata,"Staeger, 1840"
2531,18477,Corophium acherusicum,"Costa, 1851"
2532,18478,Corophium insidiosum,"Crawford, 1937"
2533,18518,Monopelopia ferruginicollis,"Meigen, 1818"
2534,18519,Monophadnoides geniculatus,"Hartig, 1837"
2535,18561,Pterodectes cylindrica,"Robin, 1877"
2536,18575,Mordellistena micantoides,"Ermisch, 1954"
2537,18595,Morellia curvipes,"Macquart, 1834"
2538,18603,Eremaeus longilamellatus,"Oudemans, 1900"
2539,18603,Lauroppia neerlandica,"Oudemans, 1900"
2540,18616,Mosillus arcuatus,"Latreille, 1805"
2541,18621,Motacilla flava,"Michahelles, 1830"
2542,18627,Cryptopygus gisini,"Massoud & Rapoport, 1968"
2543,18627,Isotomina caeca,"Gisin, 1960"
2544,18627,Mucrosomia gisini,"Massoud & Rapoport, 1968"
2545,18637,Rhodacarus denticulatus,"Berlese, 1921"
2546,18637,Rhodacarus guevarai,"Guevara-Benitez, 1974"
2547,18646,Musca corvina,"Fabricius, 1781"
2548,18647,Musca aurifacies,"Robineau-Desvoidy, 1830"
2549,18654,Muscina assimilis,"Fallén, 1823"
2550,18654,Muscina caesia,"Robineau-Desvoidy, 1863"
2551,18656,Muscina pabulorum,"Fallén, 1817"
2552,18662,Musculus svecicus,"Fabricius, 1788"
2553,18663,Modiolarca subpicta,"Cantraine, 1835"
2554,18663,Musculus marmoratus,"Cantraine, 1835"
2555,18663,Musculus subpicta,"Cantraine, 1835"
2556,18665,Mustela putorius,"Linnaeus, 1758"
2557,18679,Mycetobia validinervis,"Zetterstedt, 1850"
2558,18692,Mycetophila guttata,"Dziedzicki, 1884"
2559,18695,Mycetophila lunata,"Macquart, 1834"
2560,18699,Mycetophila obscura,"Dziedzicki, 1884"
2561,18700,Mycetophila nebulosa,"Edwards, 1913"
2562,18705,Mycetophila punctata,"Meigen, 1804"
2563,18713,Mycetophila dimidiata,"Staeger, 1840"
2564,18713,Mycetophila ocelus,"Walker, 1848"
2565,18715,Mycetophila bimaculata,"Fabricius, 1805"
2566,18746,Mycetoporus splendens,"Marsham, 1802"
2567,18749,Mycetoporus solidicornis,"Pandellé, 1869"
2568,18755,Isodiplosis deutera,"Milne, 1960"
2569,18755,Isodiplosis involuta,"Rübsaamen, 1910"
2570,18755,Mycodiplosis plasmoparae,"Rübsaamen, 1906"
2571,18758,Mycomya flava,"Winnertz, 1863"
2572,18759,Mycomya incisurata,"Zetterstedt, 1838"
2573,18761,Mycomya alacris,"Winnertz, 1863"
2574,18762,Mycomya lucorum,"Winnertz, 1863"
2575,18770,Mycomya limbata,"Winnertz, 1863"
2576,18779,Mycomya apicalis,"Winnertz, 1863"
2577,18781,Mycomya fissa,"Lundström, 1911"
2578,18781,Mycomya notabilis,"Staeger, 1840"
2579,18783,Mycophaga fungorum,"De Geer, 1776"
2580,18783,Mycophaga rufiventris,"Macquart, 1835"
2581,18784,Mycophila barnesi,"Edwards, 1938"
2582,18795,Mydaea pagana,"Fabricius, 1794"
2583,18795,Mydaea scutellaris,"Robineau-Desvoidy, 1830"
2584,18796,Mydaea tincta,"Zetterstedt, 1845"
2585,18798,Mydaea detrita,"Zetterstedt, 1845"
2586,18801,Myennis fasciata,"Fabricius, 1805"
2587,18802,Anoetus dionychus,"Oudemans, 1910"
2588,18803,Acarus muscarum,"Linnaeus, 1758"
2589,18830,Myocoptes glareoli,"Samsinak, 1957"
2590,18830,Myocoptes jamesoni,"Radford, 1955"
2591,18831,Listophorus larisi,"Voroboiv, 1938"
2592,18831,Sarcoptes musculinus,"Koch, 1836"
2593,18833,Clethrionomys glareolus,"Schreber, 1780"
2594,18836,Myolepta luteola,"Gmelin, 1790"
2595,18850,Myopa strandi,"Duda, 1940"
2596,18844,Myopa extricata,"Collin, 1960"
2597,18851,Myopina reflexa,"Robineau-Desvoidy, 1830"
2598,18855,Myospila hennigi,"Gregor & Povolny, 1959"
2599,18857,Myotis bechsteini,"Kuhl, 1817"
2600,18858,Myotis brandti,"Eversmann, 1845"
2601,18860,Myotis daubentoni,"Kuhl, 1817"
2602,18880,Xenusa uvida,"Erichson, 1840"
2603,18890,Myrmica microrubra,"Seifert, 1993"
2604,18895,Myrmica schenckioides,"Boer & Noordijk, 2005"
2605,18926,Mystacides azurea,"Linnaeus, 1761"
2606,18928,Mystacides nigra,"Linnaeus, 1758"
2607,18956,Myxexoristops arudinacea,"De Meijere, 1920"
2608,18956,Myxexoristops arudinea,"De Meijere, 1920"
2609,18988,Nacobbus serendipiticus,"Franklin, 1959"
2610,18994,Nais barbata,"Müller, 1773"
2611,18999,Nais elinguis,"Müller, 1773"
2612,19006,Nanhermannia ussurica,"Golosova, 1969"
2613,19008,Nanhermannia areolata,"Strenzke, 1953"
2614,19009,Nanhermannia dorsalis,"Jacot, 1937"
2615,19009,Nanhermannia nanus,"Nicolet, 1855"
2616,19016,Nanna leucochaeta,"De Meijere, 1907"
2617,19019,Troglodytes troglodytes,"Linnaeus, 1758"
2618,19021,Nanocladius bicolor,"Zetterstedt, 1838"
2619,19021,Nanocladius nanulus,"Van der Wulp, 1874"
2620,19040,Napomyza cineracea,"Hendel, 1920"
2621,19058,Natrix natrix,"Lacépède, 1789"
2622,19064,Neaera albicollis,"Meigen, 1824"
2623,19067,Achorutes muscorum,"Templeton, 1835"
2624,19098,Nelima semproni,"Szalay, 1951"
2625,19117,Nematinus abdominalis,"Panzer, 1798"
2626,19118,Nematinus willigkiae,"von Stein, 1926"
2627,19153,Nematus capreae,"Linnaeus, 1758"
2628,19159,Nematus melanaspis,"Hartig, 1840"
2629,19186,Nemopoda cylindrica,"Fabricius, 1794"
2630,19191,Nemorilla notabilis,"Meigen, 1824"
2631,19195,Nemotelus nigroaeneus,"Verhoeff, 1891"
2632,19200,Nemoura variegata,"Olivier, 1811"
2633,19207,Nemoura picteti,"Klapalek, 1900"
2634,19211,Amphitrite johnstoni,"Malmgren, 1865"
2635,19211,Neoamphitrite figulus,"Dallyell, 1853"
2636,19212,Neoascia floralis,"Meigen, 1822"
2637,19215,Neoascia aenea,"Meigen, 1822"
2638,19218,Neoascia dispar,"Meigen, 1822"
2639,19219,Neoascia imperfecta,"Van Doesburg, 1953"
2640,19220,Neobisium muscorum,"Leach, 1817"
2641,19228,Neobrachychthonius marginatus,"Moritz, 1976"
2642,19228,Neobranchychthonius magnus,"Moritz, 1976"
2643,19240,Sarcoptes laevis,"Railliet, 1885"
2644,19241,Caenorhinus aeneovirens,"Marsham, 1802"
2645,19242,Caenorhinus germanicus,"Herbst, 1797"
2646,19243,Caenorhinus interpunctatus,"Stephens, 1831"
2647,19244,Caenorhinus pauxillus,"Germar, 1824"
2648,19249,Asiorestia ferruginea,"Scopoli, 1763"
2649,19250,Asiorestia motschulskii,"Konstantinov, 1991"
2650,19251,Asiorestia transversa,"Marsham, 1802"
2651,19253,Janua brasiliensis,"Grube, 1872"
2652,19264,Machimus setosulus,"Zeller, 1840"
2653,19275,Neohaplegis laevigata,"Fallén, 1820"
2654,19289,Neoleria crepusculascens,"Schmitz, 1917"
2655,19291,Neolimnomyia dimidiata,"De Meijere, 1918"
2656,19294,Neolimnomyia leucophaea,"Meigen, 1818"
2657,19294,Neolimnomyia memoralis,"Meigen, 1818"
2658,19304,Hoplocephala bicornis,"Fabricius, 1777"
2659,19306,Paritamus geniculatus,"Meigen, 1820"
2660,19308,Neomyia caesarion,"Meigen, 1826"
2661,19318,Neopachygaster meromelaena,"Austen, 1901"
2662,19318,Neopachygaster orbitalis,"Wahlberg, 1854"
2663,19339,Pachycondyla unidentata,"Mayr, 1862"
2664,19349,Typhlodromus aceri,"Collyer, 1857"
2665,19350,Seiulus tiliarum,"Oudemans, 1930"
2666,19350,Typhlodromus tiliarum,"Oudemans, 1930"
2667,19351,Typhlodromus tuberculatus,"Wainstein, 1958"
2668,19352,Amblyseius aequisetus,"Wainstein, 1962"
2669,19352,Amblyseius agrestis,"Karg, 1960"
2670,19352,Typhlodromus agrestis,"Karg, 1960"
2671,19353,Amblyseius aurescens,"Athias-Henriot, 1961"
2672,19353,Lasioseius polonicus,"Willmann, 1949"
2673,19353,Typhlodromus alpinus,"Schweizer, 1922"
2674,19354,Amblyseius barkeri,"Hughes, 1948"
2675,19354,Amblyseius masiaka,"Blommers & Chazeau, 1974"
2676,19354,Amblyseius mckenziei,"Schuster & Pritchard, 1963"
2677,19354,Amblyseius mycophilus,"Karg, 1970"
2678,19354,Amblyseius oahuensis,"Prasad, 1968"
2679,19354,Amblyseius picketti,"Specht, 1968"
2680,19354,Amblyseius usitatus,"Van der Merwe, 1965"
2681,19355,Amblyseius bicaudus,"Wainstein, 1962"
2682,19355,Typhlodromus bicaudus,"Wainstein, 1962"
2683,19356,Typhlodromus californicus,"McGregor, 1954"
2684,19356,Typhlodromus chilenensis,"Dosse, 1958"
2685,19356,Typhlodromus mungeri,"McGregor, 1954"
2686,19357,Amblyseius callunae,"Willmann, 1952"
2687,19358,Amblyseius coprophilus,"Karg, 1970"
2688,19358,Amblyseius cucumeris,"Oudemans, 1930"
2689,19358,Typhlodromus cucumeris,"Oudemans, 1930"
2690,19358,Typhlodromus thripsi,"MacGill, 1939"
2691,19359,Iphidulus fallacis,"Garman, 1948"
2692,19360,Amblyseius reductus,"Wainstein, 1962"
2693,19361,Typhlodromus reticulatus,"Oudemans, 1930"
2694,19362,Amblyseius canadensis,"Chant & Hansell, 1971"
2695,19362,Amblyseius subsolidus,"Begljarov, 1960"
2696,19363,Typhlodromus umbraticus,"Chant, 1956"
2697,19364,Amblyseius zwoelferi,"Dosse, 1957"
2698,19380,Neotullbergia crassicuspis,"Gisin, 1944"
2699,19383,Mustela vison,"Schreber, 1777"
2700,19399,Nephrotoma appendiculata,"Meigen, 1804"
2701,19399,Nephrotoma appendiculata,"Meigen, 1818"
2702,19400,Nephrotoma cornicina,"Schummel, 1833"
2703,19405,Nephrotoma histrio,"Fabricius, 1794"
2704,19405,Nephrotoma lineata,"Scopoli, 1763"
2705,19411,Nephrotoma quadrifaria,"Meigen, 1838"
2706,19411,Nephrotoma quadrifaria,"Zetterstedt, 1851"
