"species_id","species_name","identification_reference"
6735,"Cimex columbarius","Jenyns, 1839"
6736,"Cimex dissimilis","Horváth, 1910"
6737,"Cimex lectularius","Linnaeus, 1758"
6738,"Cimex pipistrelli","Jenyns, 1839"
6739,"Cinara acutirostris","Hille Ris Lambers, 1956"
6740,"Cinara brauni","Börner, 1940"
6741,"Cinara cedri","Mimeur, 1936"
6742,"Cinara costata","Zetterstedt, 1828"
6743,"Cinara cuneomaculata","Del Guercio, 1909"
6744,"Cinara cupressi","Buckton, 1881"
6745,"Cinara juniperi","De Geer, 1773"
6746,"Cinara kochiana","Börner, 1939"
6747,"Cinara laportei","Remaudière, 1954"
6748,"Cinara laricis","Hartig, 1839"
6749,"Cinara pectinatae","Nördlinger, 1880"
6750,"Cinara piceae","Panzer, 1801"
6751,"Cinara piceicola","Cholodkovsky, 1896"
6752,"Cinara pilicornis","Hartig, 1841"
6753,"Cinara pinea","Mordvilko, 1895"
6754,"Cinara pini","Linnaeus, 1758"
6755,"Cinara pruinosa","Hartig, 1841"
6756,"Cinara tujafilina","Del Guercio, 1909"
6757,"Cinclus cinclus","Linnaeus, 1758"
6758,"Cinetus angustatus","Kieffer, 1910"
6759,"Cinetus iridipennis","Lepeletier & Serville, 1825"
6760,"Cinochira atra","Zetterstedt, 1845"
6761,"Ciona intestinalis","Linnaeus, 1758"
6762,"Cionus alauda","Herbst, 1784"
6763,"Cionus hortulanus","Geoffroy, 1785"
6764,"Cionus nigritarsis","Reitter, 1904"
6765,"Cionus olens","Fabricius, 1798"
6766,"Cionus scrophulariae","Linnaeus, 1758"
6767,"Cionus thapsus","Fabricius, 1793"
6768,"Cionus tuberculosus","Scopoli, 1763"
6769,"Cipangopaludina chinensis","Gray, 1834"
6770,"Circaetus gallicus","Gmelin, 1788"
6771,"Circeis spirillum","Linnaeus, 1758"
6772,"Circus aeruginosus","Linnaeus, 1758"
6773,"Circus cyaneus","Linnaeus, 1758"
6774,"Circus macrourus","Gmelin, 1771"
6775,"Circus pygargus","Linnaeus, 1758"
6776,"Cirolana cranchi","Leach, 1818"
6777,"Cirratulus cirratus","Müller, 1776"
6778,"Cirriformia tentaculata","Montagu, 1808"
6779,"Cirrophthirius recurvirostrae","Linnaeus, 1758"
6780,"Cirrospilus diallus","Walker, 1838"
6781,"Cirrospilus elegantissimus","Westwood, 1832"
6782,"Cirrospilus lyncus","Walker, 1838"
6783,"Cirrospilus pictus","Nees, 1834"
6784,"Cirrospilus salatis","Walker, 1838"
6785,"Cirrospilus singa","Walker, 1838"
6786,"Cirrospilus viticola","Rondani, 1877"
6787,"Cirrospilus vittatus","Walker, 1838"
6788,"Cis bidentatus","Olivier, 1790"
6789,"Cis boleti","Scopoli, 1763"
6790,"Cis castaneus","Herbst, 1793"
6791,"Cis comptus","Gyllenhal, 1827"
6792,"Cis fagi","Waltl, 1839"
6793,"Cis festivus","Panzer, 1793"
6794,"Cis fusciclavis","Nyholm, 1953"
6795,"Cis glabratus","Mellié, 1848"
6796,"Cis micans","Fabricius, 1792"
6797,"Cis punctulatus","Gyllenhal, 1827"
6798,"Cis pygmaeus","Marsham, 1802"
6799,"Cis rugulosus","Mellié, 1848"
6800,"Cis submicans","Abeille, 1874"
6801,"Cis vestitus","Mellié, 1848"
6802,"Cis villosulus","Marsham, 1802"
6803,"Cistellatrix decipiens","Denny, 1842"
6804,"Cisticola juncidis","Rafinesque, 1810"
6805,"Cistogaster globosa","Fabricius, 1775"
6806,"Cittotaenia denticulata","Rudolphi, 1804"
6807,"Cixius cunicularius","Linnaeus, 1767"
6808,"Cixius distinguendus","Kirschbaum, 1868"
6809,"Cixius dubius","Wagner, 1939"
6810,"Cixius nervosus","Linnaeus, 1758"
6811,"Cixius similis","Kirschbaum, 1868"
6812,"Cixius simplex","Herrich-Schäffer, 1835"
6813,"Cixius stigmaticus","Germar, 1818"
6814,"Cladardis elongatula","Klug, 1817"
6815,"Cladardis hartigi","Liston, 1995"
6816,"Cladius brullei","Dahlbom, 1835"
6817,"Cladius compressicornis","Fabricius, 1804"
6818,"Cladius grandis","Serville, 1823"
6819,"Cladius pectinicornis","Geoffroy, 1785"
6820,"Cladius pilicornis","Curtis, 1833"
6821,"Cladius rufipes","Serville, 1823"
6822,"Cladius ulmi","Linnaeus, 1758"
6823,"Cladonema radiatum","Dujardin, 1843"
6824,"Cladopelma bicarinatum","Brundin, 1947"
6825,"Cladopelma edwardsi","Kruseman, 1933"
6826,"Cladopelma goetghebueri","Spies & Sæther, 2004"
6827,"Cladopelma krusemani","Goetghebuer, 1935"
6828,"Cladopelma virescens","Meigen, 1818"
6829,"Cladopelma viridulum","Linnaeus, 1767"
6830,"Cladotaenia cylindracea","Bloch, 1782"
6831,"Cladotaenia globifera","Batsch, 1786"
6832,"Cladotanytarsus atridorsum","Kieffer, 1924"
6833,"Cladotanytarsus iucundus","Hirvenoja, 1962"
6834,"Cladotanytarsus lepidocalcar","Krüger, 1938"
6835,"Cladotanytarsus mancus","Walker, 1856"
6836,"Cladotanytarsus nigrovittatus","Goetghebuer, 1922"
6837,"Cladotanytarsus pallidus","Kieffer, 1922"
6838,"Cladotanytarsus vanderwulpi","Edwards, 1929"
6839,"Cladotanytarsus wexionensis","Brundin, 1947"
6840,"Clairvillia biguttata","Meigen, 1824"
6841,"Clamator glandarius","Linnaeus, 1758"
6842,"Clambus armadillo","De Geer, 1774"
6843,"Clambus minutus","Sturm, 1807"
6844,"Clambus nigrellus","Reitter, 1914"
6845,"Clambus nigriclavis","Stephens, 1835"
6846,"Clambus pallidulus","Reitter, 1911"
6847,"Clambus pubescens","Redtenbacher, 1849"
6848,"Clambus punctulum","Beck, 1817"
6849,"Clambus simsoni","Blackburn, 1902"
6850,"Clangula hyemalis","Linnaeus, 1758"
6851,"Clanoptilus marginellus","Olivier, 1790"
6852,"Clanoptilus strangulatus","Abeille, 1885"
6853,"Claraeola halteratus","Meigen, 1838"
6854,"Claraeola melanostolus","Becker, 1898"
6855,"Claremontia alchemillae","Cameron, 1877"
6856,"Claremontia alternipes","Klug, 1816"
6857,"Claremontia brevicornis","Brischke, 1883"
6858,"Claremontia puncticeps","Konow, 1886"
6859,"Claremontia tenuicornis","Klug, 1816"
6860,"Claremontia uncta","Klug, 1816"
6861,"Claremontia waldheimii","Gimmerthal, 1847"
6862,"Clarias gariepinus","Burchell, 1822"
6863,"Clarias lazera","Valenciennes, 1840"
6864,"Claspettomyia formosa","Bremi, 1847"
6865,"Clastobasis alternans","Winnertz, 1863"
6866,"Clathrina coriacea","Montagu, 1818"
6867,"Clausilia bidentata","Ström, 1765"
6868,"Clausilia dubia","Draparnaud, 1805"
6869,"Clausilia rugosa","Draparnaud, 1801"
6870,"Clausinella fasciata","da Costa, 1778"
6871,"Claustropyga abblanda","Freeman, 1983"
6872,"Claustropyga brevichaeta","Mohrig & Antonova, 2003"
6873,"Claustropyga heteroclausa","Rudzinski, 1991"
6874,"Clava multicornis","Forskål, 1775"
6875,"Clavelina lepadiformis","Müller, 1776"
6876,"Clavella adunca","Strøm, 1762"
6877,"Clavella bramae","Van Beneden, 1871"
6878,"Clavella stellata","Krøyer, 1838"
6879,"Clavellisa emarginata","Krøyer, 1837"
6880,"Clavellodes rugosus","Krøyer, 1837"
6881,"Clavicaudoides altherri","Heyns, 1968"
6882,"Clavicaudoides clavicaudatus","Altherr, 1953"
6883,"Clavicaudoides trophurus","Heyns, 1968"
6884,"Claviger longicornis","Müller, 1818"
6885,"Claviger testaceus","Preyssler, 1790"
6886,"Clavigesta purdeyi","Durrant, 1911"
6887,"Clavigesta sylvestrana","Curtis, 1850"
6888,"Cleigastra apicalis","Meigen, 1826"
6889,"Cleonice callida","Meigen, 1824"
6890,"Cleonis pigra","Scopoli, 1763"
6891,"Cleonymus laticornis","Walker, 1837"
6892,"Cleopomiarus dulcinasutus","Kangas, 1976"
6893,"Cleopomiarus graminis","Gyllenhal, 1813"
6894,"Cleopomiarus micros","Germar, 1821"
6895,"Cleopomiarus plantarum","Germar, 1824"
6896,"Cleopus pulchellus","Herbst, 1795"
6897,"Cleopus solani","Fabricius, 1793"
6898,"Cleora cinctaria","Denis & Schiffermüller, 1775"
6899,"Cleorodes lichenaria","Hufnagel, 1767"
6900,"Clepsis consimilana","Hübner, 1817"
6901,"Clepsis dumicolana","Zeller, 1847"
6902,"Clepsis neglectana","Herrich-Schäffer, 1851"
6903,"Clepsis pallidana","Fabricius, 1776"
6904,"Clepsis rurinana","Linnaeus, 1758"
6905,"Clepsis senecionana","Hübner, 1819"
6906,"Clepsis spectrana","Treitschke, 1830"
6907,"Cleptes nitidulus","Fabricius, 1793"
6908,"Cleptes semiauratus","Linnaeus, 1761"
6909,"Cleptes semicyaneus","Tournier, 1879"
6910,"Cleruchus polypori","Triapitsyn & Moraal, 2008"
6911,"Clerus mutillarius","Fabricius, 1775"
6912,"Clethrobius comes","Walker, 1848"
6913,"Cletodes limicola","Brady, 1872"
6914,"Clinocentrus caucasicus","Tobias, 1976"
6915,"Clinocentrus cunctator","Haliday, 1836"
6916,"Clinocentrus excubitor","Haliday, 1836"
6917,"Clinocentrus exsertor","Nees, 1811"
6918,"Clinocentrus striolatus","Thomson, 1892"
6919,"Clinocentrus umbratilis","Haliday, 1833"
6920,"Clinocera stagnalis","Haliday, 1833"
6921,"Clinodiplosis cilicrus","Kieffer, 1889"
6922,"Clinodiplosis invocata","Winnertz, 1853"
6923,"Clinohelea unimaculata","Macquart, 1826"
6924,"Clinotanypus nervosus","Meigen, 1818"
6925,"Cliona celata","Grant, 1826"
6926,"Cliorismia ardea","Fabricius, 1794"
6927,"Cliorismia rustica","Panzer, 1804"
6928,"Clistoabdominalis ruralis","Meigen, 1824"
6929,"Clistopyga incitator","Fabricius, 1793"
6930,"Clistopyga rufator","Holmgren, 1856"
6931,"Clistopyga sziladyi","Kiss, 1959"
6932,"Clitellaria ephippium","Fabricius, 1775"
6933,"Clitellio arenarius","Müller, 1776"
6934,"Clitostethus arcuatus","Rossi, 1794"
6935,"Clivina collaris","Herbst, 1784"
6936,"Clivina fossor","Linnaeus, 1758"
6937,"Cloacotaenia megalops","Nitzsch in Creplin, 1829"
6938,"Cloeon dipterum","Linnaeus, 1761"
6939,"Cloeon simile","Eaton, 1870"
6940,"Clogmia albipunctata","Williston, 1893"
6941,"Clogmia rothschildi","Eaton, 1912"
6942,"Clogmia tristis","Meigen, 1830"
6943,"Clonopsis gallica","Charpentier, 1825"
6944,"Clostera anachoreta","Denis & Schiffermüller, 1775"
6945,"Clostera anastomosis","Linnaeus, 1758"
6946,"Clostera curtula","Linnaeus, 1758"
6947,"Clostera pigra","Hufnagel, 1766"
6948,"Closterocerus ruforum","Krausse, 1917"
6949,"Closterocerus trifasciatus","Westwood, 1833"
6950,"Closterotomus biclavatus","Herrich-Schaeffer, 1835"
6951,"Closterotomus fulvomaculatus","De Geer, 1773"
6952,"Closterotomus norwegicus","Gmelin, 1790"
6953,"Closterotomus trivialis","Costa, 1853"
6954,"Clubiona brevipes","Blackwall, 1841"
6955,"Clubiona caerulescens","Koch, 1867"
6956,"Clubiona comta","Koch, 1839"
6957,"Clubiona corticalis","Walckenaer, 1802"
6958,"Clubiona diversa","Cambridge, 1862"
6959,"Clubiona frisia","Wunderlich & Schuett, 1995"
6960,"Clubiona frutetorum","Koch, 1867"
6961,"Clubiona genevensis","Koch, 1866"
6962,"Clubiona germanica","Thorell, 1870"
6963,"Clubiona juvenis","Simon, 1878"
6964,"Clubiona lutescens","Westring, 1851"
6965,"Clubiona neglecta","Cambridge, 1862"
6966,"Clubiona norvegica","Strand, 1900"
6967,"Clubiona pallidula","Clerck, 1757"
6968,"Clubiona phragmitis","Koch, 1843"
6969,"Clubiona pseudoneglecta","Wunderlich, 1994"
6970,"Clubiona reclusa","Cambridge, 1863"
6971,"Clubiona rosserae","Locket, 1953"
6972,"Clubiona stagnatilis","Kulczynski, 1897"
6973,"Clubiona subsultans","Thorell, 1875"
6974,"Clubiona subtilis","Koch, 1867"
6975,"Clubiona terrestris","Westring, 1851"
6976,"Clubiona trivialis","Koch, 1843"
6977,"Clunio marinus","Haliday, 1855"
6978,"Clupea harengus","Linnaeus, 1758"
6979,"Clusia flava","Meigen, 1830"
6980,"Clusiodes albimanus","Meigen, 1830"
6981,"Clusiodes caledonicus","Collin, 1912"
6982,"Clusiodes gentilis","Collin, 1912"
6983,"Clusiodes geomyzinus","Fallén, 1823"
6984,"Clusiodes ruficollis","Meigen, 1830"
6985,"Clusiodes verticalis","Collin, 1912"
6986,"Clymenura borealis","Arwidsson, 1906"
6987,"Clymenura lankesteri","McIntosh, 1885"
6988,"Clypastraea pusilla","Gyllenhal, 1810"
6989,"Clypeoaphis suaedae","Mimeur, 1934"
6990,"Clypeoplex cerophagus","Gravenhorst, 1829"
6991,"Clytia gracilis","Sars, 1850"
6992,"Clytia hemisphaerica","Linnaeus, 1767"
6993,"Clytiomya continua","Panzer, 1798"
6994,"Clytocerus dalii","Eaton, 1893"
6995,"Clytocerus splendidus","Ježek & Hájek, 2007"
6996,"Clytra laeviuscula","Ratzeburg, 1837"
6997,"Clytra quadripunctata","Linnaeus, 1758"
6998,"Clytus arietis","Linnaeus, 1758"
6999,"Cnaemidophorus rhododactyla","Denis & Schiffermüller, 1775"
7000,"Cnephalocotes obscurus","Blackwall, 1834"
7001,"Cnephasia asseclana","Denis & Schiffermüller, 1775"
7002,"Cnephasia communana","Herrich-Schäffer, 1851"
7003,"Cnephasia genitalana","Pierce & Metcalfe, 1922"
7004,"Cnephasia incertana","Treitschke, 1835"
7005,"Cnephasia longana","Haworth, 1811"
7006,"Cnephasia pasiuana","Hübner, 1799"
7007,"Cnephasia pumicana","Zeller, 1847"
7008,"Cnephasia sedana","Constant, 1844"
7009,"Cnephasia stephensiana","Doubleday, 1849"
7010,"Cnodacophora sellata","Meigen, 1826"
7011,"Cnodacophora stylifera","Loew, 1870"
7012,"Coarctadera cystilarva","Völk, 1950"
7013,"Coarctadera icosiensis","Maupas, 1916"
7014,"Cobitis taenia","Linnaeus, 1758"
7015,"Coboldia fuscipes","Meigen, 1830"
7016,"Coccidula rufa","Herbst, 1783"
7017,"Coccidula scutellata","Herbst, 1783"
7018,"Coccinella hieroglyphica","Linnaeus, 1758"
7019,"Coccinella magnifica","Redtenbacher, 1843"
7020,"Coccinella quinquepunctata","Linnaeus, 1758"
7021,"Coccinella septempunctata","Linnaeus, 1758"
7022,"Coccinella undecimpunctata","Linnaeus, 1758"
7023,"Coccinula quatuordecimpustulata","Linnaeus, 1758"
7024,"Coccopsilis marginata","De Meijere, 1901"
7025,"Coccothraustes coccothraustes","Linnaeus, 1758"
7026,"Coccotrypes dactyliperda","Fabricius, 1801"
7027,"Coccus hesperidum","Linnaeus, 1758"
7028,"Coccus longulus","Douglas 1887"
7029,"Coccus viridis","Green, 1889"
7030,"Cochlicella acuta","Müller, 1774"
7031,"Cochlicella barbara","Linnaeus, 1758"
7032,"Cochlicopa lubrica","Müller, 1774"
7033,"Cochlicopa lubricella","Porro, 1838"
7034,"Cochlicopa repentina","Hudec, 1960"
7035,"Cochlodesma praetenue","Pulteney, 1799"
7036,"Cochlodina laminata","Montagu, 1803"
7037,"Cochylidia implicitana","Wocke, 1856"
7038,"Cochylidia richteriana","Fischer v. Röslerstamm, 1837"
7039,"Cochylidia rupicola","Curtis, 1834"
7040,"Cochylimorpha alternana","Stephens, 1834"
7041,"Cochylimorpha straminea","Haworth, 1811"
7042,"Cochylis atricapitana","Stephens, 1852"
7043,"Cochylis dubitana","Hübner, 1799"
7044,"Cochylis flaviciliana","Westwood, 1854"
7045,"Cochylis hybridella","Hübner, 1813"
7046,"Cochylis molliculana","Zeller, 1847"
7047,"Cochylis nana","Haworth, 1811"
7048,"Cochylis pallidana","Zeller, 1847"
7049,"Cochylis posterana","Zeller, 1847"
7050,"Cochylis roseana","Haworth, 1811"
7051,"Codonium proliferum","Forbes, 1848"
7052,"Codonocephalus urniger","Rudolphi, 1819"
7053,"Coecobrya tenebricosa","Folsom, 1902"
7054,"Coeliastes lamii","Fabricius, 1793"
7055,"Coelichneumon anthrax","Dalla Torre, 1901"
7056,"Coelichneumon biannulatus","Gravenhorst, 1820"
7057,"Coelichneumon bilineatus","Gmelin, 1790"
7058,"Coelichneumon castaniventris","Gravenhorst, 1829"
7059,"Coelichneumon comitator","Linnaeus, 1758"
7060,"Coelichneumon consimilis","Wesmael, 1845"
7061,"Coelichneumon cyaniventris","Wesmael, 1859"
7062,"Coelichneumon deliratorius","Linnaeus, 1758"
7063,"Coelichneumon desinatorius","Thunberg, 1824"
7064,"Coelichneumon dubius","Tischbein, 1876"
7065,"Coelichneumon falsificus","Wesmael, 1845"
7066,"Coelichneumon haemorrhoidalis","Gravenhorst, 1820"
7067,"Coelichneumon lacrymator","Boyer de Fonscolombe, 1847"
7068,"Coelichneumon leucocerus","Gravenhorst, 1820"
7069,"Coelichneumon microstictus","Gravenhorst, 1829"
7070,"Coelichneumon nigerrimus","Stephens, 1835"
7071,"Coelichneumon orbitator","Thunberg, 1822"
7072,"Coelichneumon percussor","Tischbein, 1876"
7073,"Coelichneumon ruficauda","Wesmael, 1845"
7074,"Coelichneumon sinister","Wesmael, 1848"
7075,"Coelichneumon sugillatorius","Linnaeus, 1758"
7076,"Coelichneumon zwakhalsi","Riedel, 2012"
7077,"Coelinidea albimana","Snellen van Vollenhoven, 1873"
7078,"Coelinidea elegans","Curtis, 1829"
7079,"Coelinidea gracilis","Curtis, 1829"
7080,"Coelinidea nigra","Nees, 1811"
7081,"Coelinidea ruficollis","Herrich-Schäffer, 1838"
7082,"Coelinidea vidua","Curtis, 1829"
7083,"Coelinius parvulus","Nees, 1811"
7084,"Coeliodes rana","Fabricius, 1787"
7085,"Coeliodes ruber","Marsham, 1802"
7086,"Coeliodes transversealbofasciatus","Goeze, 1777"
7087,"Coeliodes trifasciatus","Bach, 1854"
7088,"Coeliodinus nigritarsis","Hartmann, 1895"
7089,"Coeliodinus rubicundus","Herbst, 1795"
7090,"Coelioxys afra","Lepeletier, 1841"
7091,"Coelioxys alata","Förster, 1853"
7092,"Coelioxys aurolimbata","Förster, 1853"
7093,"Coelioxys conica","Linnaeus, 1758"
7094,"Coelioxys conoidea","Illiger, 1806"
7095,"Coelioxys elongata","Lepeletier, 1841"
7096,"Coelioxys inermis","Kirby, 1802"
7097,"Coelioxys mandibularis","Nylander, 1848"
7098,"Coelioxys rufescens","Lepeletier & Serville, 1825"
7099,"Coeloides melanostigma","Strand, 1918"
7100,"Coeloides melanotus","Wesmael, 1838"
7101,"Coeloides rossicus","Kokujev, 1902"
7102,"Coeloides scolyticida","Wesmael, 1838"
7103,"Coelopa frigida","Fabricius, 1805"
7104,"Coelopa pilipes","Haliday, 1838"
7105,"Coelopisthia extentus","Walker, 1835"
7106,"Coelopisthia pachycerus","Masi, 1924"
7107,"Coelosia flava","Staeger, 1840"
7108,"Coelosia fusca","Bezzi, 1892"
7109,"Coelosia tenella","Zetterstedt, 1852"
7110,"Coelostoma orbiculare","Fabricius, 1775"
7111,"Coelotes terrestris","Wider, 1834"
7112,"Coenagrion armatum","Charpentier, 1840"
7113,"Coenagrion hastulatum","Charpentier, 1825"
7114,"Coenagrion lunulatum","Charpentier, 1840"
7115,"Coenagrion mercuriale","Charpentier, 1840"
7116,"Coenagrion ornatum","Selys, 1850"
7117,"Coenagrion puella","Linnaeus, 1758"
7118,"Coenagrion pulchellum","Vander Linden, 1825"
7119,"Coenagrion scitulum","Rambur, 1842"
7120,"Coenia curvicauda","Meigen, 1830"
7121,"Coenia palustris","Fallén, 1823"
7122,"Coenobia rufa","Haworth, 1809"
7123,"Coenomyia ferruginea","Scopoli, 1763"
7124,"Coenonympha arcania","Linnaeus, 1761"
7125,"Coenonympha hero","Linnaeus, 1761"
7126,"Coenonympha pamphilus","Linnaeus, 1758"
7127,"Coenonympha tullia","Müller, 1764"
7128,"Coenophila subrosea","Stephens, 1829"
7129,"Coenosia agromyzina","Fallén, 1825"
7130,"Coenosia ambulans","Meigen, 1826"
7131,"Coenosia antennata","Zetterstedt, 1849"
7132,"Coenosia atra","Meigen, 1830"
7133,"Coenosia attenuata","Stein, 1903"
7134,"Coenosia bilineella","Zetterstedt, 1838"
7135,"Coenosia campestris","Robineau-Desvoidy, 1830"
7136,"Coenosia distinguens","Collin, 1930"
7137,"Coenosia femoralis","Robineau-Desvoidy, 1830"
7138,"Coenosia flavimana","Zetterstedt, 1845"
7139,"Coenosia humilis","Meigen, 1826"
7140,"Coenosia intermedia","Fallén, 1825"
7141,"Coenosia lacteipennis","Zetterstedt, 1845"
7142,"Coenosia means","Meigen, 1826"
7143,"Coenosia mollicula","Fallén, 1825"
7144,"Coenosia pedella","Fallén, 1825"
7145,"Coenosia perpusilla","Meigen, 1826"
7146,"Coenosia pumila","Fallén, 1825"
7147,"Coenosia pygmaea","Zetterstedt, 1845"
7148,"Coenosia ruficornis","Macquart, 1835"
7149,"Coenosia rufipalpis","Meigen, 1826"
7150,"Coenosia sexmaculata","Meigen, 1838"
7151,"Coenosia testacea","Robineau-Desvoidy, 1830"
7152,"Coenosia tigrina","Fabricius, 1775"
7153,"Coenosia trilineella","Zetterstedt, 1838"
7154,"Colaphellus sophiae","Schaller, 1783"
7155,"Colastes braconius","Haliday, 1833"
7156,"Colastes incertus","Wesmael, 1838"
7157,"Colastes pubicornis","Thomson, 1892"
7158,"Colastes vividus","Papp, 1975"
7159,"Colenis immunda","Sturm, 1807"
7160,"Coleocentrus caligatus","Gravenhorst, 1829"
7161,"Coleocentrus excitator","Poda, 1761"
7162,"Coleolaelaps celeripediformis","Oudemans, 1902"
7163,"Coleophora adjunctella","Hodgkinson, 1882"
7164,"Coleophora adspersella","Benander, 1939"
7165,"Coleophora ahenella","von Heinemann, 1877"
7166,"Coleophora albicans","Zeller, 1849"
7167,"Coleophora albicosta","Haworth, 1828"
7168,"Coleophora albicostella","Duponchel, 1842"
7169,"Coleophora albidella","Denis & Schiffermüller, 1775"
7170,"Coleophora albitarsella","Zeller, 1849"
7171,"Coleophora alcyonipennella","Kollar, 1832"
7172,"Coleophora alnifoliae","Barasch, 1934"
7173,"Coleophora alticolella","Zeller, 1849"
7174,"Coleophora anatipenella","Hübner, 1796"
7175,"Coleophora argentula","Stephens, 1834"
7176,"Coleophora artemisicolella","Bruand, 1855"
7177,"Coleophora asteris","Mühlig, 1864"
7178,"Coleophora atriplicis","Meyrick, 1928"
7179,"Coleophora badiipennella","Duponchel, 1843"
7180,"Coleophora betulella","von Heinemann, 1877"
7181,"Coleophora binderella","Kollar, 1832"
7182,"Coleophora boreella","Benander, 1939"
7183,"Coleophora bornicensis","Fuchs, 1886"
7184,"Coleophora caelebipennella","Zeller, 1839"
7185,"Coleophora caespititiella","Zeller, 1839"
7186,"Coleophora calycotomella","Stainton, 1869"
7187,"Coleophora chalcogrammella","Zeller, 1839"
7188,"Coleophora clypeiferella","Hofmann, 1871"
7189,"Coleophora conspicuella","Zeller, 1849"
7190,"Coleophora conyzae","Zeller, 1868"
7191,"Coleophora coracipennella","Hübner, 1796"
7192,"Coleophora cornutella","Herrich-Schäffer, 1861"
7193,"Coleophora coronillae","Zeller, 1849"
7194,"Coleophora currucipennella","Zeller, 1839"
7195,"Coleophora deauratella","Lienig & Zeller, 1846"
7196,"Coleophora deviella","Zeller, 1847"
7197,"Coleophora discordella","Zeller, 1849"
7198,"Coleophora ditella","Zeller, 1849"
7199,"Coleophora flavipennella","Duponchel, 1843"
7200,"Coleophora follicularis","Vallot, 1802"
7201,"Coleophora fuscocuprella","Herrich-Schäffer, 1855"
7202,"Coleophora galbulipennella","Zeller, 1838"
7203,"Coleophora genistae","Stainton, 1857"
7204,"Coleophora glaucicolella","Wood, 1892"
7205,"Coleophora glitzella","Hofmann, 1869"
7206,"Coleophora graminicolella","Heinemann, 1877"
7207,"Coleophora granulatella","Zeller, 1849"
7208,"Coleophora gryphipennella","Hübner, 1796"
7209,"Coleophora hemerobiella","Scopoli, 1763"
7210,"Coleophora hydrolapathella","Hering, 1921"
7211,"Coleophora ibipennella","Zeller, 1849"
